author_name,rating,text
Christian Jensen,1,"Bad parking conditions. Had to stop at Lidl and when I got to the center the door was locked - Normally it's not a problem, but this center apparently requires a special chip in the card that can only be obtained during opening hours. This was not stated on the website!"
Chris Bateman,5,"Paid for a single session whilst on holiday. Was 49kr for a single or I think 100-109kr for a week.

Well equipped and big gym with friendly staff."
María Victoria Elola,5,I really like training here. Everything is clean and in good conditions. The equipment is great; there are many options. The staff is very friendly and always makes you feel comfortable.
Ivan Penchev,3,"Small and exclusive gym, One of the thing that pissed me most about it was that I wanted to use just the gym, which in all other gym from the Fitness world franchise cost 150 DKK, however this is not permitted and they require you to make a full membership for their gym and classes, even if you dont want to visit any of them, which is 250 DKK. As i said exclusive."
Zaul Tooz,4,"Good center for training, one of the original centers in Aalborg."
Zeynel Gazi,5,"This is the best fitnes. First it's close to me, second it is very big."
Afshin Loghmani M Toussi,3,"Very friendly staff.
It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines."
lleeoonn119,5,Very fine place
samira najafi,4,It's good with less variety of equipments.
Anne-Sophie Metais,5,They are trying to kill you! I guess that is the point..? :)
Thomas Farsakoglou,5,A really spacious and organized gym
mayquelin herrera,5,Very nice gym…. Clean and well equipped…
Reza Naeemabadi,4,You can find several training equipment for chest and shoulders in the first floor
Mughun Dev,4,A decent place to workout 👌🏼
Chris Højland,5,24 hour open
Ken Ejstrup,4,Nice place😉
Vera K,4,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.
So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.

The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training."
Mikołaj “Złączka” Chomacki,5,They say biggest gym in scandinavia. This place is really cool! People are lovely. Can bit crowded in aftetnoons
Mika Summanen,5,Amazing cardio classes with great atmosphere!
Thai Hiep Bui,1,"Quantity over quality, very over rated, expensive. Poor cleaning and poorly organized both from the customers and the employees. Dumbbells lying everywhere, weight bars every where on the floor, racks missing dumbbells for days is a normal thing. So many machines that are so close to each other it is impossible to move around without hitting something by accident. Not very friendly staff."
Daran Young,5,Fantastic place to stay fit!
Lenka Švidrnochová,5,"Amazing gym with two floors, therefore enough space for everyone. Highly recommended for trainings in the heart of Aarhus."
suverenia,1,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.

This fitness chain took down fitnessdk and turned it into utter garbage."
John Muller,5,Excellent gym that's just recently been revamped. Has everything including full machine setups and free weights. Spacious and has a nice dressing room and sauna. Conveniently located right in the middle of town.
Jonas Elm,5,One of the best Fitness Worlds I have been in. It has a good selection of all the gear you need. Not too crowded in the morning and a major plus is that there is a sauna and a steam bath.
sachin kamble,5,Among all the centers in Aarhus. This particular center has the sauna facility. New and well designed. Can be too much crowded after 15:00 until 20:00
Luciano Andres Gino Canton Marval,1,"The balance at the gym have been broken for months, I have been waiting to weight myself and see how fat I am atm for too long"
Klemens Askjaer,4,"Has everything there needs to be at a gym but there is a bit crowded sometimes so you might have to wait in line for some things, but it's rare. Overall great gym"
Ave Nurmeots,5,One of my go-to fitness world centres in Aarhus. Lots of options and lots of space.
Exotic Lump,1,Predatory payment practices
Stinne Plesner,2,"The equipment is so worn out, the cable machines squeak and bind and there is only one lat pulldown machine. The hipthrust machine is far too tall and cannot be adjusted for women. In general, a super worn out gym and it doesn't help to paint the walls..."
Frano.0k,5,well equiped and very kind staff ☺️ always smiling
Anders Klüver,3,"Not as many good classes anymore. TRX and functional training classes are great for strength and cardio, but difficult to find a good class"
Emma H,5,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!"
Klaus Pedersen,5,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good."
goran kozina,5,Very big space with lot of good machines in good state. Very friendly staff.
павук Бодя,1,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it"
bendix holtgraefe,4,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice."
Jakub Wieczorek,4,Clean but have some old equipment that could be replaced
Klaus Pedersen,5,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.
Myriam D,5,"Great place, nice separation of floors, clean."
Klaus Pedersen,5,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean."
Lars Steenfeldt-Gjersøe,4,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines."
Rosendal,3,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down."
Nikolaj Johannes Skole Jensen,4,"One of the better fitness centers, at least in the ""Fitness World"" line-up"
Dennis Au,2,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room
Maria,2,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!"
Antonin Fronc,5,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times."
Angel Del Fabbro,2,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries."
Ben Brownlee,4,"A good part of the Fitness World chain of gyms. Not their biggest gym in Aarhus, but it is spacious and well laid out. There are areas for cardio, machines, circuit training, free weights and a well-placed number of squat racks. Two large rooms are available for group classes.

The recent refurb has given a well deserved refresh to the place. Staff were very attentive when we were coming out of the covid restrictions. They seem to have fallen back into old patterns since. But are generally friendly and are there to help out.

My second favourite Fitness World in Aarhus."
Gabe Avenia,3,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance."
Jonx,5,Overall a great spacious gym with many facilities
Rekai Ewan Campbell,4,Great gym with a lot of the latest equipment. Can be a bit crowded at times but never to the point that you cant work around it. They offer tours of the place so ask for one and check the place out.
Daniel Carlsson,4,Really nice gym with a lot of equipment! They have everything you need for a good training session. There can be a lot of people around 16-18.
András Tóvölgyi,2,After the pandemic I was promised to get compensated by reduced fares. It never happened and it continued to charge me with 189kr.
H,5,"Great gym, best I've tried in Aarhus for the price.
Equipment is new, clean and much nicer to use than FW - locker room is a little small"
Bardia Varasteh,1,"The staffs are super nice that is why I give this star for them.
But sorry that I cannot add any more stars since the center is super crowded! No matter when you go! Early morning! Evening! Week days weekends.... I think they should introduce some rule and dont accept new members since the center is too small for the people wanna to do workout! The last two times I had to just leave since I could not find any free spot to do workout!"
Lucian Constantin,2,Pretty bad compared to the other places fitness world centers I've been to in Aarhus
Tom,4,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations"""
Nikolay Yurukov,5,Nice gym
Thor,5,"Clean gym, friendly staff, Working Machines"
Denis Owczynski,1,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money."
Poul Wrist,4,"Decently equipped gym. Good amount of free weights, machines and other features."
Andreea - Madalina Balas,4,The machines are new and the stuff is very friendly and ready to assist.
Las HS,4,Wish there were some kind of security
Davor Jovanov,5,Good place to relax and get fit
Ariana-Claudia Pop,5,"What I like to this gym is that the owner always buys something new ❤️ all members are polite, they don't stare, they don't yell or moan when they exercise and everything is clean. The culture of this place is different form any other brand gym in town, it is really friendly and you can exercise in peace. It is very well equipped, there is no exercise you can't do, and is not crowded. The price is under the market price! This gym should get more 5 stars reviews. I tried it for one month and then decided to become a regular 😊"
Marck Skov,1,"Be careful; it is impossible to cancel a subscription with Infitness. Half a year after cancellation, they still send bills, despite verbally confirming the cancellation of the subscription in person at the centre on Møllevangs Allé 142."
Theodora Irava,1,"Totally disappointed!
I chose this gym because it was the cheapest from the town. Unfortunately, the services provided are really poor. The smell in the gym is awful, they do not have any ventilation at all, when you want to breath some fresh air, you have to open the window. There are also problems with the hygiene in the bathroom.
When I wanted to terminate my membership I had a lot of problems. I blocked my automate payment at the end of the month. In the first days of the next month I received a letter to announce me that they couldn't take money directly (they charged 160 dkk for the letter and because I blocked the automative payment). Afterwards they asked to pay for the current month even if I didn't go there anymore( I assumed that stopping to pay was enough-maybe this was partly my fault). When I arrived there they asked me to pay one more month if I want to terminate my membership. I ended up paying 450 dkk for nothing. Another problem is that you have to go personally there if you want to terminate the membership. The staff is hardly speaking English.
I strongly recommend to avoid this gym."
Derrick Derby,1,Registered just yesterday and they sending me a bill. Haven't received a card yet to train. Customer service is really not cool. Disappointed already
Rosa Horcajada Capdevila,1,"I don't recommend this gym if you are an international. No English. Also, I had a lot of trouble with the payments and also to unsubscribe."
Mohammed Al Ahmadi,2,Very small
Flex Trafik,3,"Nice place to move around a bit, unfortunately they don't have bathing facilities or treadmills 🥲"
MS B,1,"Please note that if a subscription is put on hold and later has to be terminated, you are forced to activate it and pay 1-2 months' subscription before it is terminated."
Orla Olsen,5,Good machines and great music. You really want to give it gas 😃
Martin Filtenborg,4,"No-nonsense fitness for people who don't mind all the posturing with 'the right clothes and the right drinking bottle', mirrors everywhere and whatnot."
Thai Hiep Bui,1,"Members do not clean after themselves, do not put the weight back
The gym is messy and dirty. The floor is nasty. The weights are everywhere but on the racks. The bottom floor that is in the cellar is humid as hell. Equipments are not maintained and a lot of them are broken or have flaws. The rubber bands that are available for use are so dirty and sticky. The only reason I keep the membership is because it is literally 2 minutes from where I live. Do not recommend to anyone, not worth the money."
Par Kla,2,"The equipment looks like all the broken leftovers from the other gyms. The usual guests have no manners. No one puts equipment back in their place, the gym always looks like a mess."
alex billesbølle,4,You can sweat here :-)
Peter Dam Mains,2,"Always messy, and the equipment/machines are cheap."
Marck Vilstrup,5,God service
Lenka Švidrnochová,5,"Amazing spacy gym with long opening hours, parking and modern machines."
Bącław xD,3,"Tge gym is fine, but people here do not put weigths on their place"
Aleksejs Krasovskis,1,Do not recommend if you don't want to be boiled. It's too hot inside and no proper ventilation.
Ben Brownlee,4,"A good-sized gym on several floors, with a large variety of free weights, machines and classes. Not the tidiest Fitness World you'll find; weight plates often strewn around the area rather than stacked on a weights tree."
Sreejit Dey,5,"The environment is nice to workout.
The equipments are in very good condition.
But only there is a bit more rush in the afternoon.."
Konrad Płecha,5,"Great place, a lot of machines and heavy lifting space, big fitness room suitable for stretching or warming up session."
Badrinath Veluri,1,"It is new facility and the equipment is worst. I have seen many not in working mode even after few days.

Treadmills are worse and not installed properly. They are very tiresome and I have said many times to the staff but no actions.

The staff is kind and good but no action towards the improvements we suggest."
Mike Kosiakov,5,"Good local fitness center. Rush hours from 17 to 19, better go after or before these hours. Please, add new music videos."
Ahmet E,5,Just love it
Jesper Søkbæk,3,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres."
Martin Damgård Nielsen (Marhlder),2,"Great place for a casual workout. Not super clean and they are generally not very good at maintenance of their exercise machines, but most of their customers probably don't notice because they don't put on a lot of weight. I have been asking them multiple times to fix various things, but it seems everything that costs money comes at a slow place even though it seems they have plenty of customers.
Update: They think it's a good idea to turn off the lights and they no longer provide cloths for wiping the machines 👎
I think they have misunderstood the concept of inflation, raise the prices don't make the product worse..."
Magdaléna Ostárková,5,Great place for working out. Very clean
Nikolaj Johannes Skole Jensen,3,"Okay little fitness center, with a competent staff that knows what they are doing"
Panneerselvam Subramaniam,5,Wonderful GYM.
Jette Mikkelsen,5,"Nice place to train. Appreciate 2 floors.
Always friendly staff who guide in the best way"
Simon Winther Schor,5,"Well maintained.

Some private people added their kettle bells to the facility (locked in cables, naturally). Very nice."
ANDREA GARRETTA,5,Wonderful place to workout your body outdoor! The best are the kettlebells 🧨 Recommended
Nils,5,Actually nice place. I use my TRX here
Carmine Zonno,5,nice corner for stretching and training
Марк Буйкин,4,It's really good!! 😄
Julius Leon,4,"Good, large Calipark with a nice view, but some equipment doesn't function properly."
Rob Arias,2,"Ok, but it could be more thought out with, for example, a pull-up bar on which you can do muscle ups, as well as replace some of the immediate weird inclined bars with something that can be used. It's a shame that those who set up these workout stations do not start from practical exercises or set up suggestions for exercises."
Hjalte Møller,5,"I often use this outdoor gym and if you can find out how to use the different training stands, you can easily get a good workout with lots of sweat on your forehead 🙂

There are also some good running routes right out on Fælleden 👍🙂"
Elzbieta Jarzyna,5,"Great place, walking and relaxing"
Anker Stang,4,Exciting district.....
Anastasia Balova,3,It was great befor they changed it.
Vagn Mortensen,2,Cold and desolate
Ismail Aden,5,Good place to train
Vladyslav Zavalykhatko,5,
Vilma Errboe,5,
Pamela,4,Nice spot by the water but very noisy from the motorway
Rajesh Kumar,5,Nice place for walking around the water and also outside fitness park .
Ruwan Chaminda Sampath,5,Nice place. Very important for exercise people.
Henrik Rasmus Andersen,5,Good view. Nice shelter.
Jacob Johnsen,4,Great equipment and view
Henrik Rasmus Andersen,4,This exercise park is to my knowledge the only one in the area that has a Leg Press machine. It lacks a machine for stomach exercises.
Miguel Trabado,4,Sublime
Ioulia Per,4,
Hernan C,5,Great park to train un Copenhagen. Five stars
Daniel Jajetic,5,Great street workout park!
Silvia severino,5,
Casper Karlsmose Andersen,5,
Inna Yuryeva,5,"Nice Park!
There are a lot of activities: Aqua Park,skate place,open air gum,birds, children place, etc.
My kids was totally happy)))"
Yevheniia Кulish,5,I love the outdoor gym❤️ thank you Lund
Viktor Lindström,5,Nice
Hugo Hedin,5,"Great outdoor gym! There are pull-up bars, parallel bars, monkey bars, fixed barbells (10, 20, 30 kg ish) and some other equipment. There are also beach volleyball courts and a parkour section next door. The pull-up bar is somewhat rickety, but instead you can drive in the parkour part."
Oscar Gustavsson,5,Perfect for a little exercise after running. There is equipment so you can train all body parts and weights are available in different sizes.
Anders Emil,4,
Anton Nikolov,3,"Pretty much only the pull up bars are useful, the reset of the facilities are more for kids entertainment.  Still good area for doing exercises."
Preben Kjærsgaard,5,"Irmabyen, fantastic area"
Alejandro Barrios,5,"So far, the best equiped outdoor gym that I've been too. Pullup bars at different heights, walls, soft floor. Great for calisthenics. I would say it is my favorite"
mmarleenn,5,"Nice place to workout, it was fun even tho it was raining a bit"
Wahid Rezai,4,"Good equipments, nature atmosphere and fresh air!"
Claudio Forniti,5,"Pretty cool spot where you can train tons of body movements exercises. Pull-ups bar, dips, push-ups, abs and back extensions station too. Go there and smash your daily workout."
David O,5,"My favourite utegym in malmö: bars for pull-ups, dips, rubberized floor space and more."
Lennart Akesson,5,Perfect for me and old man 👴
marianne Hansen,5,"Live right next door ❤️ so polish your fingers away from the city of the ancients, you don't even live nearby."
moonvine,5,Really good training place
Nanna Vetterlain,5,Good training spot in quiet surroundings
Alexander Black,5,Thank you
Krister Flores,4,"Enough for some basic calisthenics, only cons are that muscleups are not possible on the pullupbar cause of its design and it is a bit inclined. But if it's the closest gym to you, then it will be more than enough for most workouts."
Luis Rubio,3,"A little outdoor gym with a focus on knowing the equipment, otherwise you get a little instruction in the form of a board on what you can do."
anna kruba,5,The park that I love 🍒🌺🥰
Jonas Bergkvist,3,
Gordana Lloshi,4,
Titus Yabira NDAHI,5,Beautiful place for exercise
--,1,Badly! bad quality. People who do these outdoor gyms know nothing about calisthenics. Look at outdoor gyms in the USA and Russia and you will understand everything.
Andy Truong,4,
Anna Winstedt,5,
Abhiram Diyyala,3,
teresa hon,5,"Great fitness experience here at Strandparken Gym Copenhagen Tower! Camila the personal trainer I met today was very professional. Highly recommend! She taught me a lot about fitness and nutrition, from the big-picture frameworks to the specific muscles each exercise was building. Her demos were clear and she was attentive to my form/technique. She gave personalised feedback on how to incorporate healthier choices in my daily routines too! Overall this gym is truly high quality well run brand new gym!"
Stephan “Stephan”,5,"Highly recommend gym. Very supportive and nice staff. All equipment feels brand new and everything is super clean.

They also have a big reck for cross fit and calisthenics. If you want a very good equipped and beautiful gym, this is your place."
Cristian Letai,5,"Great place to work out! It’s clean and quite stylish! There’s a good selection of machines and cross-fit training options and they offer classes as well.

The gym also has an app where together with the trainers you build a program to follow. The app has videos on how to properly do each exercise plus the trainers are always there to check on you and give advice.

I highly recommend it!"
Jesper Løvendahl,5,"Great place! High-end equipment and facilities, plus excellent service."
Andreas M Hansen,1,"Was really happy with the center. But the way of handling the closure is quite strange. With a few days' notice, the center will be closed and the subscription will be paused. I just paid 599 for a month's subscription a few days before the closure was announced, giving me the offer to train at the other end of town is not doing me any good. I have tried to write several emails about getting one's money back instead, but have not received any reply.."
Drew,5,Absolutely love this place everything is fun to play on I feel like a big kid and my friend from Australia 🇦🇺 loved it to every time we come to visit Copenhagen I have fun here great out side gym free to enter and stay as long as you like such a great place
ANDREA GARRETTA,5,"Suuuper ! You can workout to the best, done right!"
Azn Bruh,4,Good place to do calisthenics exercises with a great waterfront view.
Anton Bachinski,5,Best outdoor gym in town!
Hristo Topov,5,Very good place for calisthenics. Pleasure to be there.
Stephane Coué,4,
Azn Bruh,3,"Nice and quiet place to do some outdoor workout. You can do a few calisthenics exercises at this place. If you want to do more advanced calisthenics exercises, you can head over to the playground nearby (approximaly 100 meters). At the playground you will find bars to do pull ups or muscle ups."
Albin Klang,5,
Hila Rious,5,such a perfect place to work out. It's even possible to follow your protocol in the darkness here as there is light.
Jan Friberg,4,
Adrian Dimitrascu,5,
8 Shams,5,
Peter Fabian,5,
ANDREA GARRETTA,5,Great! full equipped
Azn Bruh,4,"Great place to workout, especially if you are into calisthenics."
Victor Haaning,5,
Ágnes Csende,5,
Milena Minkova,5,
Lakhanpal Singh,5,
Pavel Yermalovich,5,
Andrew Jorgensen,5,"In Copenhagen for 6 nights and my hotel had a terrible gym, so I searched for a nearby gym and found SATS. I found this gym to be great! It has just enough equipment to get in a good workout. I never had to wait for anything. The team was also super helpful with getting me day passes."
Joshua Formentera,4,"Newly nice renovated gym. Classy and has a nice view to the street. All the equipments, cardio machines and lockers in the room are brand new and nice. The men's shower room has only five compartment room compared to the old ones which have around eight. There is a sauna too. The voice echo from the women's bathroom loud as it gets and everyone from the men's room can hear everything. Not sure if the management have notice it. In comparison from other SATS gym this place relatively small.  Great location fitness center and accessible to public transport few minutes walking distance to the central station and Tivoli gardens."
C L,5,5-star rating for the second floor lounge. I was running around the park 630am and needed a bathroom and a coffee. SATS is perfect for just that. I didn’t try the gym. Neither do I see the point of paying for cardio machine when you are so close to a beautiful park in summertime.
Guido Nap,3,"The gym is ok, although with rising prices I guess it became a bit expensive for what it offers. It is a bit small but very modern and fairly clean. At least more than other gyms I have seen in Copenhagen. It is often packed when it comes to using the barbell stations but definitely, I have seen it worse.

The staff is usually nice, although when you have a question (e.g. about billing etc.) it is all managed in a very confusing way. I do not think is their fault, but rather something related to their internal procedures and IT systems.

The classes are in Danish, but you can also find classes in English. Besides the language barriers, I find the classes useful and entertaining. Usually, the instructors are of a good level and there is quite a good variety.

The app is a welcome help for booking classes and other functions, although sometimes the user experience could be improved (and the same with the website).

I am still a client and I think the gym has the potential though to become even better. It depends on what the management will make out of it."
Eric H,4,"Small, but well equipped fitness center.

SATS have a bunch of different spots in Copenhagen and if you don't like the size, there are always others.

Personally, I feel like this is one of the better, if you just want to get in and do a workout and get out. You'll rarely wait for a spot anywhere.

They have everything you need including 6 squat racks / power cages and a bunch of free weight stuff, cardio machines. The only thing lacking is team workout.

The changing rooms are good and spacious.

It does get extremely hot in the summer here, which is why I didn't give it 5 stars."
Kasper Sørensen,5,"THE place for squatting, benching, and deadlifting in northern Copenhagen.
KSK-styrke.dk to get in contact. Usual opening hours are 14-19 Monday, Wednesday, and Friday."
Jesper Rune Madsen,5,Super fantastic club. Lovely people of all ages. Lots of rallies. And a really good atmosphere.
Khalid Sapneh,1,"I tried to contact the club to sign up, but I was told by Anders that there is a waiting list and I have to contact a Per on a phone number as a man who never answers his phone.

It takes a long time for the ruling and the bad to respond.

For me that is a bad experience and I do not recommend the club due to bad behaviour."
Cindy P.,5,Good experience and you feel welcome already from day 1.
Amalie Larsson,5,A club where there is room for everyone and good technical sparring. The mood is high and so is the level.
Dan Eisenberg,5,"Really Nice crossfit center, very high equipment standard and nice People"
Mikio Karmann,5,Love this box and the members. You quickly feel welcome and the training is good.
rasmus windfeld-hansen,5,"Fantastic community, good trainers and great equipment."
Susanne Visholm,5,"Cool facilities, welcoming staff."
Henrik Woodgates,5,"Training where everyone can participate and be challenged at their own level. The team behind the box is very passionate, the emphasis is on community and training of the highest quality."
Mikkel,1,
Dóra Lakatos,5,
Sazzad Ahmed,5,Nice and good stuffs.
Rikke Klarskov,5,It is a pure pleasure to come to Physio Danmark. They are all welcoming and helpful. Sofie is one of the best physiotherapists I have met. She thoroughly familiarizes herself with your movement patterns and biases before a program is organised. It has really created great positive changes for an office body
Mark Petersen,4,"A really good place if you have sore joints or muscles.
The staff are nice and welcoming and they also have equipment for rehabilitation if you need it.
The prices are okay, but it would be best if you get a referral from your doctor, as is the case with such places."
Tove Krøyer Sørensen,5,Good service and treatment
Thomas Theede Lauridsen,5,"Go to Nicklas for problems with my neck, it's always a great pleasure to see him. The humor is world class, and the treatment is serious and efficient on a different level."
Yihong Lan,1,"I had the misfortune of being a member of this CrossFit gym and I must say, it has been nothing but a complete disaster. Despite leaving the country and clearly cancelling my membership, this gym continued to charge me a recurring fee, month after month. I was shocked and frustrated to see this charge appearing on my credit card statement, especially as I was no longer in the country and had no access to their facilities.

The customer service provided by this gym was equally disappointing. I tried reaching out to them multiple times, via email, to rectify this issue but my requests were ignored or brushed off. It took a significant amount of time and effort on my part but they had no interest in resolving the issue.

In my opinion, this gym is clearly more concerned about lining their pockets rather than providing a quality service to their customers. Their lack of attention to customer service and unethical billing practices is unacceptable and I would not recommend this gym to anyone. Stay far away from this gym if you value your money and time."
Louise Nielsen,3,"Let's get down to business, to defeat the weights.
Did they send me fatties, when I asked for strongs?
You're the saddest bunch I ever met
But you can bet before we're through
Crosser, I'll make a hunk out of you

Sweaty as a river but on fire within
Once you find your center, you are sure to win (the Hungarian handstand)
You're a spineless, pale, pathetic lot
And you haven't got a clue (about how awesome crossfit is)
Somehow I'll make a hunk out of you

(the users say:)
""I'm never gonna catch my breath""

- ""Say goodbye to those who knew me""
('cause all my friends are crossfitters now)

- ""Boy, was I a fool in school for cutting gym"" (weren't we all?)

- ""This guy's got 'em scared to death"" (with his abs)

- ""Hope he doesn't see right through me"" (just keep your shirt on, no-one wants to see your sixpack Brad).

-""Now I really wish that I knew how to swim"" (a shower will do).

Be a hunk
We must be swift as the swinging dumbbell
Be a hunk
With all the force of a great weight disc
Be a hunk
With all the strength of a heavy lever
SoMe-showing as the light side of the moooooooooon!"
Lucas Barro,5,Love to train in this box
Bergur Johannesen,4,I've attended around 300 classes here and absolutely love it. But be aware of the fact that it requires a membership and is very expensive.
Christian Palm,5,"Great place to workout, small open gym but great classes"
Gianluca Gulino,4,"Very nice gym. Daily fee around 10 euro.
Good quality machines. Only problem there's not always someone in the reception."
Hendrik H,1,Couldn’t workout because staff at the reception was missing.
Robbie Dyer,4,"Good gym with plenty of new equipment, and it's always kept very clean."
Nilus24 Fußball,4,"super nice trainings place, but in the first floor, you can sometimes smell the restroom. I would suggest a strong ventilation system"
Eric Langenberg,5,"Spacious, light, clean, great equipment, not crowded. Everything seems new, worked well, and is in great shape. Perfect gym. First time is free."
Mandy Marquardt,5,"I was in town for vacation and wanted to continue my training — what a gem of a facility! They have plenty of squats racks and platforms. It’s a well-organized, friendly and clean space. I NEVER felt uncomfortable or unwelcomed. I took two CrossFit classes while in town with Ezequiel and I loved his energy. I had to modify a couple exercises and he was very flexible and encouraging. When I am in Copenhagen again, I’ll for sure be back!"
Pearlyn Toh,1,"Quality of (some) coaches are great, but others couldn’t care less during class — mostly on the phone or chatting with others instead of watching the class.

Cancellation fees imposed on members for late cancellation, but they can cancel class last minute on their side without explanation.

Multiple instances during class at 6am in the morning that the coach did not show up at all, without explanation or apology either. so we had to conduct the class on our own and still pay for membership.

I’m sure there are other boxes that are more worthy of your time and money."
jakob meurs,2,"The gym's equipment quality is far below what ordinary fitness centers have to offer, and it is usually not super clean. The space isn't really big enough for the number of members which results it you having to wait in line for most of the equipment, especially if you wan't to train outside of a 9-17 works hours. Most of the team workout trainers are however really great and involved in the workouts which is really awesome. The ""administrative staff are however not ""great"", I both had troubles with my payment when i joined butchers, which was really annoying and also when I wanted to quit. To be honest they and the center were a big disappointment for me personally."
JP Ngindu,5,"A couple of Open Gym drop-ins while I stayed there and I can’t recommend it enough. The place is great, kept airy and fresh by hot weather and the staff and members super friendly. I’d fogotten my rope and asked if they had any spare and although they did not, one coach actually lent me hers!! Thanks Isabel!"
Everton Spader,5,Love the box! All coaches are super friendly and in my experience they don’t mind speaking English even if there’s only one English speaker in the room. The facilities here are great. Weightlifting area with top quality weights and barbells. Open gym is also very spacious with high quality equipments.
Lasse Buhl,3,"It's fine, it's got the equipment you need, and in expected condition, the staff was present and helpful, it's just a bit too expensive. The vibe to me was very club'ish, dim lighting with a few strong spotlights (got me blinded doing exercises on the floor), and heavy beating music, which is awesome if you're into that. The changing room felt kinda weird, the benches were grated, which made them uncomfortable to sit on. All in all, it was fine, but it just felt like any other gym, but with a monthly fee of 350+ dkk, it doesn't seem all that worth to me:/"
Michelle Dulce,1,"Can’t call their location in Østbanegade. Plus, they are super slow at responding on Instagram. They are very curt and not informative at all.

To Repeat, If you want to keep your customers, please be responsive, helpful and informative. Poor communication really discourage me as a member at your fitness center."
Edson Bittencourt Imperico,5,"Excellent gym with good music and atmosphere to work out, and cheaper rates per month than other gyms in town. Open until midnight."
Ferdinand Laird,5,Fitness with character
Abdulrahman,5,Very nice experience 👌
Mate Kelava,5,"This PureGym is a great gym, spacious and clean. Has everything you need for a good workout. I got a week pass as a tourist for 109dkk. The girl at the reception was super friendly and helpful! I definitely recommend"
Jo J,5,"One of the best Fitnessworlds in Copenhagen.
Airy, spacious with 4 floors, nice staff and gym is well equipped.
Warmly recommend the all-in offer they have where you can take one item like protein shakes, water, protein bars or caffeinated drinks from their member fridge everyday for 119:-/month"
Jeffrey Taveras,5,"Wonderful training facility with all the necessary basics. I'm from the states and was worried I wouldn't find a place to train but Fitness world fulfilled my needs. As a powerlifter, I solely needed a decent barbell and squat rack. They have 4! Guest passes at the time cost 99kr for a week!"
