Unnamed: 0,author_name,text,annotator
370,Anton Nikolov,"The fitness center has been improved in the last months. Still no classes though. Otherwise, it has all the needed facilities for full body training. Third floor is the best one! Free weights! :)",Christian
371,Geraint Nott,"A lot of young people go to this gym, and don't appreciate or follow gym etiquette. Often leaving weights where they use them, don't clean the machines after use and often sit for a long time looking at their phones. The gym is not staffed all the time and so no one tells these children to clean up after themselves.

Otherwise the gym is fine with modern and working machines. It can be a little cramped in some areas where the free weights are used, but this wouldn't be a problem if people were not so entitled and treated it like their personal gym.",Christian
372,Mike Martins,"The average age of the members in this gym must be somewhere around 17/18 at the most. Its pretty close to a folkeskole, hence you'll find alot of kids and teenagers in this gym.They come in large groups and take all the space (in an already very small gym) by basically playing around, acting like they're at a playground.

Other than that, the gym is very dirty and messy (This is also due to most of these teenagers neither sanitizing/cleaning up after themselves) and the music is too loud as well as being very poorly choiced songs.",Christian
373,Stephen Kaplan,"Not large, but never really crowded. The most spotless fitness club I've been to.... They are constantly cleaning and members take care of the equipment also.",Christian
374,N H,"Good place, fun courses. However, some of the info is hard to access, as most of it is in Danish only. Sometimes courses get cancelled, and I do not receive a message about it, although I have signed up.",Christian
375,Stefan Müller,"Good fitness center with weekly memberships, perfect as a tourist. Many Courses and access to every center they have (and they have many in Copenhagen).",Christian
376,Ahmad Kasem Haidar,"Englandsvej, It's good and I enjoy training there with different machines BUT I didn't give 5 stars because we have to refill our water bottles from the toilet sink!
Hope they will make a separate place for water.",Christian
377,Sebastian,"Yet another Fitness World center, which have been worsened by the PureGym-makeover.
Strenght training has been compressed into too little space and instead they added a lot of useless cardio equipment for amateurs. It’s becoming more and more clear that the latter is the clientele which PureGyms wants to cater to - not us, who consistently go to the gym +5 times a week.
It’s such a pity with this systematic destruction of the relatively few good gyms we have.",Christian
378,horia cunea,"Great place and great staff, also Victor was very helpful ans answered all my questions very nice",Christian
379,Mikhail Nikitin,"After renovation they made an ""open office"" environment in the changing room. Bizarre. And still no soap or shampoo in the shower.",Christian
380,Jennifer C,"Excellent gym. Many locations, good value for money, friendly staff, well equiped and huge variety of classes.",Christian
381,Tomas Sharky,"I think it's a great gym in regards to value price. Unfortunately there is no many branches. The gym is quite well equipped even with small basketball court, punch bag and paper towels. The whole gym has the urban vibe. I think it's good alternative to the well known ones in Denmark. The air ventilation does not seem to work properly, though.",Christian
382,Gregor Haeusler,"One star just for the nice location. The service ended his shift 10mins early and completely ignored me and another costumer waiting on the counter. The machines are mostly so old, they must be from the 90s. Not recommendable.",Christian
383,RUECKENWIND,"I'm shocked after reading reviews that are just 3 years old (urban gym) compared to today. Looks like it was a nice location some time ago. Since the last years the gym changed 3 times the owner. Now it's puregym and it's just disgusting. Staff (if someone is there, after 6 no one is working) is unfriendly and lazy, not motivated to help you at all. No introduction when I started there, no refund  after problems with the snack vending machines.

While heavy rain you can enjoy a shower from the roof. It's dirty as hell, everything sticks and it's disgusting to touch. And that's for all areas. Feels like the changing room is cleaned ones a week or less.

Most of the cardio machines are not working properly and cleaned max one time a day. It took 6 weeks to fix 3 bikes and 2 cross trainers. But still all of them have miss functions with the computer. To get the heart rate is a lottery and the rest of the numbers is also not working correctly. There is not even one digital clock in that gym, so smartphone or smartwatch is a must if numbers and timing is important.

If you want to take a class, good luck. There are just 2 offers at 3 dates in the week. But you pay for it.

I don't get why this location is one of the most expensive ones and I need to pay extra to train there. It's just scam and the worst gym I joined in the last 20 years.

So if you just move some irons and have lot's of experience it's totally fine to train with that old rubbish. With less experience and focus on different things you are totally lost.

The only good thing are the other people, most of them are friendly. The gym itself is just disgusting and not worth the money. That's just the review for that certain location.",Christian
384,Diego Alonso,Quite small. The free workout area is quite large,Christian
385,Andrei Grigorian,"Great gym for the price and accessibility. Very well cleaned and maintained with all the equipment you would ever need. Large free training area, kettlebells, plenty of barbells and plates.",Christian
386,Noah P,Great gym. 7 day free pass was available for traveling,Christian
387,Ricardo López,"Terrible.

They changes my membership 2 times without me telling to do so.
First time i has to pay a supplement of 100 dkk because a mistake of one of the brilliant guys working there.

Second time they set my main gym elsewhere, so today i had to pay 30dkk extra to go to the gym i usually go.

On top of that, the first mess they did was not fixed. It is impressive how Fitness World hire the brightest minds in Denmark.",Christian
388,Meritxell Fernández,Best FW center I have been too. Really clean and functional. The equipment is new and everything is in one floor. The only cons are the lack of hold classes.,Christian
389,Aditya Sachdev,Great place quiet a lot of space and all equipments are present.,Christian
390,Jakub Hupka,Please fix the gymnastic rings 🙏🙏 Otherwise decent gym.,Christian
391,Juan De Marzi,Weeks like this.,Christian
392,P-A M.,"I've worked out in three different gyms in Copenhagen and this one was clearly the worst. There aren't enough showers in the men's locker rooms and they are incredibly wastefull in water. Another low point is the door system letting you in the gym, which keeps denying you the entrance if you're not perfectly positioned inside the cabin - too much fuss for nothing. Also, there are many annoying teenagers that aren't there for serious training, they're loud and using the equipment for fun while other people want to go on with their workout.

Otherwise the amenities for the workout per se are good and various.",Christian
393,Jonas Vilkevicius,"Service has improved for the last 6 months, better management. However the audience that comes there is poor,  people are aggressive, taken several machines at once,  or sitting on one machine for ages prohibiting others from training, noisy, have no respect to others, often screaming . Needs some education on general public as many have no intelligence how to behave",Christian
394,David Berger,"I’ve been a member for 3 months, and I’ve got to say the new management is doing a great job. Clean, open and welcoming. Not too many machines, but plenty of room for circuit training.

CrossFit, cardio, stretching, body weight, running, free weights, and machines.",Christian
395,Yousef Elnono,Some of their machines are old and in need of maintenance. Their treadmills are in really bad state but as you can see on the picture a technician is on the way. Months and months has passed and no sign of this technician. If you tell the staff in the center or contact then on email they will say that the they have escalated this issue but the fact is the management don’t care. It will soon be a year with no repairs being made…,Christian
396,Stefano Rosciano,"I'm foreigner and what I perceived from this gym it was:

Some of the staffs are incredible unprofessional.

Employees must be trained on which are the rules and procedures.

P.s. a bit of politeness would be appreciated

Thank you,

Steve",Christian
397,Anthon Anthoniussen,Not the best I have been at but need some more times at the Gym before evaluating,Christian
398,Muhammad Naveed Anjum,Good,Christian
399,Zilong Liu,Few people，just do yourself and feel cozy……,Christian
400,Diala Géo,"Fitness world interesting sports club  there is a variety of sports equipment, the staff are nice, you have to avoid peak hours because there is a queue for training, the problem that I found  there aren't all the information about roles of subscription, for example when you want to take a vacation you can freeze the month, or also if you want to unsubscribe this month you have to pay another month and it was the surprise for my case and all this information is not clear at the beginning. in my opinion it better that they give notes about all the ruls and the options with 2 languages Danish and English for be Easy for all people or put it on the wall in the reception",Christian
401,Rastislav Pitek,"I cannot comprehend how anyone could open a gym of this size without thinking about any ventilation or air conditioning whatsoever. Its humid, smelly, unpleasantly hot and always crowded… Not to mention that the distribution and number of equipment is terrible… Say good bye to bench press - you wont be able to find empty bench for you.
(But the staff is nice and kind)",Christian
402,A. Sam,"Terrible customer service! I once been there as a guest to a class under a friend’s membership (+1 guest). I have never had a membership there and has never signed up for one, yet I have been receiving emails to pay 4 months with interest for late payment?! - and then they started sending me new emails on my e-Boks. Since when I have given you a consent to do so?? Every time I stop by the gym to raise this, there’s no one to ask. and there is no number associated with the gym to call!",Christian
403,Patrik Belanyi,"3,5*
Good location, close to metro station.
Employees are nice and helpful.
Gym is usually clean but very small and you spend some time just waiting for machines.
Recommend to check favourite times so you can avoid busy hours.

Ventilation is probably not existing and there are so many people who don’t follow gym’s rules.
The price (319dkk) is not matching to what you get.",Christian
404,Max Christensen,"STAY AWAY!!!
They got ALL my contact informations wrong. So I had no real way of paying my monthly subscription, be course I could not log in. HAhaha. Then they went all RKI on me. Agressive bunch.
I ended up just quitting, paying the bill and moving to a better gym that's more organized.",Christian
405,guillaume deschamps,"newly renovated gym, with new and fresh equipment. the place is packed on evening, and perhaps because this is the best gym for the monthly fee in the area. Highly recommend",Christian
406,Mihály Baki,"A decent gym. Huge, many machines of the same type, good condition.",Christian
407,Viktória L.,One of the largest gyms I have ever seen with all the machines you can imagine and the staff are really nice and helpful. Never had a problem with cleanliness! Wide variety of classes are available.,Christian
408,David D,You managed to destroy what was a decent gym with a lot of equipment. It got transformed into a walking area with machines for old people and empty space. Embarrassing!,Christian
409,Mikhail Nikitin,Still no soap in the shower. And the pins for hanging up the towels are almost all broken.,Christian
410,Anna Maria Kyritsaki,"It is an okay gym, some of the equipment are not working (like some of the treadmills), it has a decent variety of machines, there is some (limited) space for free weights and it does *not* offer classes.

Stuff is friendly, options of memberships are very limited. For example, you can't work out without starting a binding contract that states that when you stop the membership you'll have to pay the current + the next month. That's pretty strange as in another branch I could just pay for a week of use without any strings attached.

Other than that, you can surely do your workout here but it doesn't compare to other more central/maybe more expensive gyms.",Christian
411,Jakob Guldberg Aaes,"Well it's there, pretty messy and the equipment has seen better days",Christian
412,Ruman Mohammed (rumii),"Best every, the location is perfect.",Christian
413,Marian Andrei Iurcan XPREX,Great,Christian
414,Avni Hasani,"Okay gym, but lacking in many areas. Puregym on nørre voldgade fredericia has a lack of old and defective machines, a lack of cleaning and hand soap and the machine for all in is never filled. It is not acceptable with the 399 it costs for my type of abb",Christian
415,Kristoff Green,Good place with proper equipment but horrible ventilation 😅 not good for summer 😅 but you can get to see nice views,Christian
416,Bence Nagy,"It's okay, has its variety but could use 1-2 more machines",Christian
417,Oliver Bastholm,"Big with most facilities, but almost always very crowded.",Christian
418,Hicham JOHRA,Amazing place !!!,Christian
419,Mia Wulff,"Don't spend time or effort giving them constructive criticism even if they ask for clarification on the bad review of the center in their app because they are not willing to improve anything even though they claim they will do everything to improve. They just want to use long emails to basically say ""That's just how it is""... Not one of them I would train in permanently as they are pretty bad machines compared to other centers... There are others in Aalborg that are far better..",Christian
420,Dimitar Bikov,Ever since it became Pure gym they removed all the hand sanitizer. Disgusting place,Christian
421,YZ L,"Best gym in Aalborg city center!!! I have been training in this gym 5 times per week since 2015. Compare to other fitness world gym in Aalborg city center, this one is THE BEST. Always clean everywhere - machines, bathrooms, and even the training mat! Offers a lot of equipments, and many different training classes you can choose.",Christian
422,Gustas Jucaitis,"Nice place, but can be quite crowded at times leading to extended waiting for the machine that you wish to use. The equipment itself is all good though.",Christian
423,Christian Segg,"Small for all the machines they’ve put in there. Smell of sweat due to bad AC.
Friendly staff though, and clean facilities.
Can be very crowded during holidays and weekends.",Christian
424,Frii,"Amazing gym, and most lovely staff ever!",Christian
425,Carlo Bronold,"Have been coming here for 4-5 years. All around good gym, isn’t ever too packed, has a good amount of specifically the machines/equipment that is in high demand such as squat racks, benches, pulldown machines etc. but no fancy stuff, only “essential” standard equipment. Prices are also good for beginners but I think a little high if you’ve been training here for a while and there are no beginner benefits left.",Christian
426,Inna Bortnik,Don’t like it at all. People who work there is never there.,Christian
427,Gary Decsei,"Been a memeber for 6 years. Great gym with a large space, not fully packed with all sorts of machines, but there are still enough machines. Really love it. The music is quiet too, though it could be a bit lowered on Sundays. Still, a great palce, love coming here :)",Christian
428,P Gh,"Despite having good machines and lovely physical space, the staff and customer service is unappealing. If you dont speak Danish, it is probable to get overcharged by mistake because some of the staff are not well-trained with the system besides having language barrier. I paid fee for extra months while my membership was supposedly on pause. They sent me bills without even sending me a notification about reactivation beforehand. At the end of the complicated way through the customer service, the result was: ""I understand you but sorry we cant do anything, you have to pay the money"". Yeah, this is sad to pay fee for months when you could have attended the gym but you were unaware.
That was by far my poorest experience of customer service in Denmark.",Christian
429,Yana Maksimova,"I train there. Not long ago they changed their machines which seem to be with less quality than the older ones.
If you want to train after work be aware that the place can be crowded. It is on convenient spot but due to that it can be also hard to finish your training on time.
It is clean and you can always clean the machines before and after usage.",Christian
430,matteo,Great for the daily grind this or another fitness world workes wonders,Christian
431,Przemysław Bronowicki,Everything I need !!! Thx,Christian
432,Mia Wulff,"Overall good center with proportionally good amount of machines compared to popularity. However, there is no hip thrust bench and only high benches, which means I have to go to another center for that exercise. dB is somewhat heavier than the other centers and the jumps between each weight are incredibly large at 2-3 kg. per steps. Bathing facilities could be better located. Nice and clean center which appears clearly. Lots of water points.",Christian
433,Jonna Kiis,Good facilities and good energy from the movers.,Christian
434,Ole sørensen,always clean and attractive premises,Christian
435,Roshni Chakraborty,This is one of the best centrres of Fitness world in Aalborg on the basis of the size and equipments,Christian
436,G. S.,"This is from PureGym on Gugvej and Friis in Aalborg. They are some good and spacious centers with a lot of machines, so you don't feel like you are stalling during your training. On Gugvej there is good parking! Nice places.🤗",Christian
437,Mads Carlsen,"There are sometimes problems with groups of teenage boys who make noise, come in casual clothes, and are not there to train but to socialize and film videos for social media.

In addition, it is a center that is not too overcrowded, and has an OK amount of equipment for such a small center, and the surroundings are not too noisy as the premises are spread out.",Christian
438,Finn Thoft Jensen,"The training and the facilities are ok, but the last two times I've been there there has been a lack of toilet paper and/or paper towels in the men's changing room. The cleaning has not been ok either.",Christian
439,Mr. Riis,Can't find a better place,Christian
440,Oliver Bastholm,"A good, big center, with almost everything you could need.",Christian
441,Anita Hummelshøj Mikkelsen,Good service. Versatile options for training. Good mood. Room for everyone.,Christian
442,Oskar Korsgaard,"Super good service, but I think there are too few bench press racks and too few toilets, this may well cause a lot of waiting time, there could also be more water dispensers around, with this the prices also start to become too high, otherwise a fine training place.",Christian
443,Tobias Aarup,Too little space when it is busy and not enough machines. But otherwise I think there is a nice variety and the machines are in good condition,Christian
444,Christian Jensen,"Bad parking conditions. Had to stop at Lidl and when I got to the center the door was locked - Normally it's not a problem, but this center apparently requires a special chip in the card that can only be obtained during opening hours. This was not stated on the website!",Christian
445,Chris Bateman,"Paid for a single session whilst on holiday. Was 49kr for a single or I think 100-109kr for a week.

Well equipped and big gym with friendly staff.",Christian
446,María Victoria Elola,I really like training here. Everything is clean and in good conditions. The equipment is great; there are many options. The staff is very friendly and always makes you feel comfortable.,Christian
447,Ivan Penchev,"Small and exclusive gym, One of the thing that pissed me most about it was that I wanted to use just the gym, which in all other gym from the Fitness world franchise cost 150 DKK, however this is not permitted and they require you to make a full membership for their gym and classes, even if you dont want to visit any of them, which is 250 DKK. As i said exclusive.",Christian
448,Zaul Tooz,"Good center for training, one of the original centers in Aalborg.",Christian
449,Zeynel Gazi,"This is the best fitnes. First it's close to me, second it is very big.",Christian
450,Afshin Loghmani M Toussi,"Very friendly staff.
It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines.",Christian
451,lleeoonn119,Very fine place,Christian
452,samira najafi,It's good with less variety of equipments.,Christian
453,Anne-Sophie Metais,They are trying to kill you! I guess that is the point..? :),Christian
454,Thomas Farsakoglou,A really spacious and organized gym,Christian
455,mayquelin herrera,Very nice gym…. Clean and well equipped…,Christian
456,Reza Naeemabadi,You can find several training equipment for chest and shoulders in the first floor,Christian
457,Mughun Dev,A decent place to workout 👌🏼,Christian
458,Chris Højland,24 hour open,Christian
459,Ken Ejstrup,Nice place😉,Christian
460,Vera K,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.
So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.

The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training.",Christian
461,Mikołaj “Złączka” Chomacki,They say biggest gym in scandinavia. This place is really cool! People are lovely. Can bit crowded in aftetnoons,Christian
462,Mika Summanen,Amazing cardio classes with great atmosphere!,Christian
463,Thai Hiep Bui,"Quantity over quality, very over rated, expensive. Poor cleaning and poorly organized both from the customers and the employees. Dumbbells lying everywhere, weight bars every where on the floor, racks missing dumbbells for days is a normal thing. So many machines that are so close to each other it is impossible to move around without hitting something by accident. Not very friendly staff.",Christian
464,Daran Young,Fantastic place to stay fit!,Christian
465,Lenka Švidrnochová,"Amazing gym with two floors, therefore enough space for everyone. Highly recommended for trainings in the heart of Aarhus.",Christian
466,suverenia,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.

This fitness chain took down fitnessdk and turned it into utter garbage.",Christian
467,John Muller,Excellent gym that's just recently been revamped. Has everything including full machine setups and free weights. Spacious and has a nice dressing room and sauna. Conveniently located right in the middle of town.,Christian
468,Jonas Elm,One of the best Fitness Worlds I have been in. It has a good selection of all the gear you need. Not too crowded in the morning and a major plus is that there is a sauna and a steam bath.,Christian
469,sachin kamble,Among all the centers in Aarhus. This particular center has the sauna facility. New and well designed. Can be too much crowded after 15:00 until 20:00,Christian
470,Luciano Andres Gino Canton Marval,"The balance at the gym have been broken for months, I have been waiting to weight myself and see how fat I am atm for too long",Christian
471,Klemens Askjaer,"Has everything there needs to be at a gym but there is a bit crowded sometimes so you might have to wait in line for some things, but it's rare. Overall great gym",Christian
472,Ave Nurmeots,One of my go-to fitness world centres in Aarhus. Lots of options and lots of space.,Christian
473,Exotic Lump,Predatory payment practices,Christian
474,Stinne Plesner,"The equipment is so worn out, the cable machines squeak and bind and there is only one lat pulldown machine. The hipthrust machine is far too tall and cannot be adjusted for women. In general, a super worn out gym and it doesn't help to paint the walls...",Christian
475,Frano.0k,well equiped and very kind staff ☺️ always smiling,Christian
476,Anders Klüver,"Not as many good classes anymore. TRX and functional training classes are great for strength and cardio, but difficult to find a good class",Sanna
477,Emma H,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!",Sanna
478,Klaus Pedersen,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good.",Sanna
479,goran kozina,Very big space with lot of good machines in good state. Very friendly staff.,Sanna
480,павук Бодя,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it",Sanna
481,bendix holtgraefe,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice.",Sanna
482,Jakub Wieczorek,Clean but have some old equipment that could be replaced,Sanna
483,Klaus Pedersen,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.,Sanna
484,Myriam D,"Great place, nice separation of floors, clean.",Sanna
485,Klaus Pedersen,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean.",Sanna
486,Lars Steenfeldt-Gjersøe,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines.",Sanna
487,Rosendal,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down.",Sanna
488,Nikolaj Johannes Skole Jensen,"One of the better fitness centers, at least in the ""Fitness World"" line-up",Sanna
489,Dennis Au,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room,Sanna
490,Maria,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!",Sanna
491,Antonin Fronc,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times.",Sanna
492,Angel Del Fabbro,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries.",Sanna
493,Ben Brownlee,"A good part of the Fitness World chain of gyms. Not their biggest gym in Aarhus, but it is spacious and well laid out. There are areas for cardio, machines, circuit training, free weights and a well-placed number of squat racks. Two large rooms are available for group classes.

The recent refurb has given a well deserved refresh to the place. Staff were very attentive when we were coming out of the covid restrictions. They seem to have fallen back into old patterns since. But are generally friendly and are there to help out.

My second favourite Fitness World in Aarhus.",Sanna
494,Gabe Avenia,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance.",Sanna
495,Jonx,Overall a great spacious gym with many facilities,Sanna
496,Rekai Ewan Campbell,Great gym with a lot of the latest equipment. Can be a bit crowded at times but never to the point that you cant work around it. They offer tours of the place so ask for one and check the place out.,Sanna
497,Daniel Carlsson,Really nice gym with a lot of equipment! They have everything you need for a good training session. There can be a lot of people around 16-18.,Sanna
498,András Tóvölgyi,After the pandemic I was promised to get compensated by reduced fares. It never happened and it continued to charge me with 189kr.,Sanna
499,H,"Great gym, best I've tried in Aarhus for the price.
Equipment is new, clean and much nicer to use than FW - locker room is a little small",Sanna
500,Bardia Varasteh,"The staffs are super nice that is why I give this star for them.
But sorry that I cannot add any more stars since the center is super crowded! No matter when you go! Early morning! Evening! Week days weekends.... I think they should introduce some rule and dont accept new members since the center is too small for the people wanna to do workout! The last two times I had to just leave since I could not find any free spot to do workout!",Sanna
501,Lucian Constantin,Pretty bad compared to the other places fitness world centers I've been to in Aarhus,Sanna
502,Tom,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations""",Sanna
503,Nikolay Yurukov,Nice gym,Sanna
504,Thor,"Clean gym, friendly staff, Working Machines",Sanna
505,Denis Owczynski,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money.",Sanna
506,Poul Wrist,"Decently equipped gym. Good amount of free weights, machines and other features.",Sanna
507,Andreea - Madalina Balas,The machines are new and the stuff is very friendly and ready to assist.,Sanna
508,Las HS,Wish there were some kind of security,Sanna
509,Davor Jovanov,Good place to relax and get fit,Sanna
510,Ariana-Claudia Pop,"What I like to this gym is that the owner always buys something new ❤️ all members are polite, they don't stare, they don't yell or moan when they exercise and everything is clean. The culture of this place is different form any other brand gym in town, it is really friendly and you can exercise in peace. It is very well equipped, there is no exercise you can't do, and is not crowded. The price is under the market price! This gym should get more 5 stars reviews. I tried it for one month and then decided to become a regular 😊",Sanna
511,Marck Skov,"Be careful; it is impossible to cancel a subscription with Infitness. Half a year after cancellation, they still send bills, despite verbally confirming the cancellation of the subscription in person at the centre on Møllevangs Allé 142.",Sanna
512,Theodora Irava,"Totally disappointed!
I chose this gym because it was the cheapest from the town. Unfortunately, the services provided are really poor. The smell in the gym is awful, they do not have any ventilation at all, when you want to breath some fresh air, you have to open the window. There are also problems with the hygiene in the bathroom.
When I wanted to terminate my membership I had a lot of problems. I blocked my automate payment at the end of the month. In the first days of the next month I received a letter to announce me that they couldn't take money directly (they charged 160 dkk for the letter and because I blocked the automative payment). Afterwards they asked to pay for the current month even if I didn't go there anymore( I assumed that stopping to pay was enough-maybe this was partly my fault). When I arrived there they asked me to pay one more month if I want to terminate my membership. I ended up paying 450 dkk for nothing. Another problem is that you have to go personally there if you want to terminate the membership. The staff is hardly speaking English.
I strongly recommend to avoid this gym.",Sanna
513,Derrick Derby,Registered just yesterday and they sending me a bill. Haven't received a card yet to train. Customer service is really not cool. Disappointed already,Sanna
514,Rosa Horcajada Capdevila,"I don't recommend this gym if you are an international. No English. Also, I had a lot of trouble with the payments and also to unsubscribe.",Sanna
515,Mohammed Al Ahmadi,Very small,Sanna
516,Flex Trafik,"Nice place to move around a bit, unfortunately they don't have bathing facilities or treadmills 🥲",Sanna
517,MS B,"Please note that if a subscription is put on hold and later has to be terminated, you are forced to activate it and pay 1-2 months' subscription before it is terminated.",Sanna
518,Orla Olsen,Good machines and great music. You really want to give it gas 😃,Sanna
519,Martin Filtenborg,"No-nonsense fitness for people who don't mind all the posturing with 'the right clothes and the right drinking bottle', mirrors everywhere and whatnot.",Sanna
520,Thai Hiep Bui,"Members do not clean after themselves, do not put the weight back
The gym is messy and dirty. The floor is nasty. The weights are everywhere but on the racks. The bottom floor that is in the cellar is humid as hell. Equipments are not maintained and a lot of them are broken or have flaws. The rubber bands that are available for use are so dirty and sticky. The only reason I keep the membership is because it is literally 2 minutes from where I live. Do not recommend to anyone, not worth the money.",Sanna
521,Par Kla,"The equipment looks like all the broken leftovers from the other gyms. The usual guests have no manners. No one puts equipment back in their place, the gym always looks like a mess.",Sanna
522,alex billesbølle,You can sweat here :-),Sanna
523,Peter Dam Mains,"Always messy, and the equipment/machines are cheap.",Sanna
524,Marck Vilstrup,God service,Sanna
525,Lenka Švidrnochová,"Amazing spacy gym with long opening hours, parking and modern machines.",Sanna
526,Bącław xD,"Tge gym is fine, but people here do not put weigths on their place",Sanna
527,Aleksejs Krasovskis,Do not recommend if you don't want to be boiled. It's too hot inside and no proper ventilation.,Sanna
528,Ben Brownlee,"A good-sized gym on several floors, with a large variety of free weights, machines and classes. Not the tidiest Fitness World you'll find; weight plates often strewn around the area rather than stacked on a weights tree.",Sanna
529,Sreejit Dey,"The environment is nice to workout.
The equipments are in very good condition.
But only there is a bit more rush in the afternoon..",Sanna
530,Konrad Płecha,"Great place, a lot of machines and heavy lifting space, big fitness room suitable for stretching or warming up session.",Sanna
531,Badrinath Veluri,"It is new facility and the equipment is worst. I have seen many not in working mode even after few days.

Treadmills are worse and not installed properly. They are very tiresome and I have said many times to the staff but no actions.

The staff is kind and good but no action towards the improvements we suggest.",Sanna
532,Mike Kosiakov,"Good local fitness center. Rush hours from 17 to 19, better go after or before these hours. Please, add new music videos.",Sanna
533,Ahmet E,Just love it,Sanna
534,Jesper Søkbæk,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.

The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",Sanna
535,Martin Damgård Nielsen (Marhlder),"Great place for a casual workout. Not super clean and they are generally not very good at maintenance of their exercise machines, but most of their customers probably don't notice because they don't put on a lot of weight. I have been asking them multiple times to fix various things, but it seems everything that costs money comes at a slow place even though it seems they have plenty of customers.
Update: They think it's a good idea to turn off the lights and they no longer provide cloths for wiping the machines 👎
I think they have misunderstood the concept of inflation, raise the prices don't make the product worse...",Sanna
536,Magdaléna Ostárková,Great place for working out. Very clean,Sanna
537,Nikolaj Johannes Skole Jensen,"Okay little fitness center, with a competent staff that knows what they are doing",Sanna
538,Panneerselvam Subramaniam,Wonderful GYM.,Sanna
539,Jette Mikkelsen,"Nice place to train. Appreciate 2 floors.
Always friendly staff who guide in the best way",Sanna
540,Simon Winther Schor,"Well maintained.

Some private people added their kettle bells to the facility (locked in cables, naturally). Very nice.",Sanna
541,ANDREA GARRETTA,Wonderful place to workout your body outdoor! The best are the kettlebells 🧨 Recommended,Sanna
542,Nils,Actually nice place. I use my TRX here,Sanna
543,Carmine Zonno,nice corner for stretching and training,Sanna
544,Марк Буйкин,It's really good!! 😄,Sanna
545,Julius Leon,"Good, large Calipark with a nice view, but some equipment doesn't function properly.",Sanna
546,Rob Arias,"Ok, but it could be more thought out with, for example, a pull-up bar on which you can do muscle ups, as well as replace some of the immediate weird inclined bars with something that can be used. It's a shame that those who set up these workout stations do not start from practical exercises or set up suggestions for exercises.",Sanna
547,Hjalte Møller,"I often use this outdoor gym and if you can find out how to use the different training stands, you can easily get a good workout with lots of sweat on your forehead 🙂

There are also some good running routes right out on Fælleden 👍🙂",Sanna
