enterprise,author,rating,review,platform
SATS,Karl Arthur,1,"Hvad er meningen? I har fjernet sauna og dampbad, halvdelen af jeres udstyr er i stykker og der er så beskidt og uhygiejnisk i omklædning og bad, at det er sundhedsskadeligt. Og oveni det har i hævet min abonnementspris med 50%  Er i helt væk? Jeres ansatte står bare og ser tiktok mens det hele sejler. Ses i Fitness World mand",Trustpilot
SATS,Khazeema,1,"De har lukket for dampbad OG Sauna OG samtidig sat prisen 30-50 kroner højere op. Øh? Jeg har på intet tidspunkt fået at vide at prisen vil blive sat op, jeg var i Nørrebro SATS og spurgte de to uduelige medarbejdere om det kunne passe at prisen blev sat op. Det viste sig at de ikke vidste noget som helst, og jeg spurgte om en række ting som de heller ikke vidste noget om. Efter en 15 min søgning fandt de ud af at prisen for mit medlemskab vil blive sat op og hele vejen igennem gloede de bare mærkeligt på mig. Jeg sagde farvel og hav en god dag, og det svarede de ikke engang på. Man kan undre sig over hvad de medarbejdere overhovedet er der for når de ikke har styr på noget og ikke ved hvad service er. Samtidig har nogle maskiner været i stykker i flere uger uden at blive repereret. FitnessDK plejede at have den bedste service og det var fitness og wellness i et, men nu er servicen desværre blevet væsentligt forringet ",Trustpilot
SATS,Niklas Magdal Jensen,4,"Dejligt center med imødekommende medarbejder. Eneste minus er maskiner og kabler kan tage lidt tid før det er fikset, hvilket nok ikke er deres skyld men de teknikker der skal ordne det.",Trustpilot
SATS,Thomas,1,"Man må sige at SATS udøver en meget speciel og sjælden form for forretning. Forring kvaliteten, gør det besværligt for kunderne og sæt prisen op. I lukker for saunaen, skabene i Rødovre har ikke virket i tæt på et år, i lukker for telefonerne, man kan næsten blive ved. Personalet i SATS Rødovre skal have 5 stjerner som er fantastiske. Meldte mig ud i går, 4 måneder for sent.",Trustpilot
SATS,Jane Skov,5,"Stort center, venligt personale",Trustpilot
SATS,Brian Elmbaek,5,Nyder hvert sekund med min personlige træner. Kan kun anbefale SATS,Trustpilot
SATS,Niels Thøgersen,5,"Rent, en del folk men slet ikke for mange, en god og effektiv og resultatorienteret stemning. Alt i alt en fin måde at få trænet lidt ovenpå julens måltider og mellemmåltider.",Trustpilot
SATS,jane madsen,5,Dejlig mange hold jeg elsker step og håber 2023 har lige så mange steptimer som i 2022Godt nytår,Trustpilot
SATS,Lærke Alstrup,1,"Super gode faciliteter og holdtræning. Men desværre bliver man ‘straffet’ som loyal kunde ved at blive sat op i pris i tide og utide. Jeg var tæt på at melde mig ud, da de satte mig op i pris (ikke mine træningsmakkere), men så kom der et godt tilbud til studerende. Nu, kort tid efter, sættes jeg op 30% igen. Trods det at mine studiekammarater ikke er sat op i pris igen. Under al kritik. Desuden umuligt at kontakte centrene direkte, hvis man har glemt noget..",Trustpilot
SATS,Johannes Pico Geerdsen,1,"Slutter mig til koret af skuffede kunder.Jeg tilmeldte mig Sats for mange år siden da de også tilbød luksus som damp og sauna mod en dyre måneders pris end deres konkurrenter. Nu lukker Sats sauna og damp og hæver prisen ca 80 kr for mig. I Nærum er der stort set ingen træningshold efter kl 19 når normale mennesker får fri fra arbejde. Så kan ikke se hvad deres ""kerneopgaver"" er efterhånden end at der står nogle maskiner i et rum? Den ""service"" kan jeg få langt billigere hos deres konkurrenter samt flere hold. Jeg håber Sats ledelse snart vågner op. Lad nu sauna og damp være tændt.Og Kære Sats medarbejder, please lad være med at lave et copy paste svar til denne anmeldelse. Det er for nedværdigende for jer.Efter svar fra Sats medarbejder: Jeres svar angående holdtræning er desværre i bedste fald forkert eller i værste fald løgn. Tjekkede selv næste uges holdtræning i nærum på jeres app og de tider der blev oplyst fra jeres medarbejder passe slet ikke.Derudover bliver der konstant nævnt af Sats medarbejdere at damp og sauna ikke er en kerne opgave. Men der lyttes ikke til hvordan kunderne opfatter Sats kerneopgaver (til den meget dyre pris).Prisen sættes op, samtidig med at service sættes ned.",Trustpilot
SATS,Rasmus Nedergård,1,Er blevet oplyst at dampbad lukkes pga “manglende efterspørgsel”. Står lidt i kontrast til hvad man kan læse her og på ekstrabladet …,Trustpilot
SATS,Freaking wizard,5,Super træningscenter med godt udvalg af maskiner og håndvægte,Trustpilot
SATS,Mikkel,5,"Flot center, og godt personale. Synd at teknisk afdeling er sløve og ikke fikse maskiner. Der ikke virker.",Trustpilot
SATS,Hassaan Butt,1,"Serviceniveauet er desværre dalet markant. Priserne stiger, og kvalitet bliver ringere. I har bedre udstyr end hos jeres konkurrent Fitnessworld, men det så også kun DET i kan tilbyde, eftersom Diamond ophøre, dampbadene er lukket permanent, bruserne halvkolde, og sauna kvaliteten er nedadgående. 5 ud af 6 saunaer, som er tilgængelige hos jer er kun tændt op for 33% blus. Den eneste der er på fuld blus er den ved Nygårdsvej.  Det vil være bedre, hvis i lukker saunaerne helt, da en sauna ovn, hvor kun 1/3 del af varmelegemerne tændt, ikke giver en fuldgyldig sauna experience. Så kan det være lige meget med, hvor mange sedler i lægger ud foran døren til saunaen med, at man ikke må hælde vand på stenene. Fejlen består af, at i ikke har alle varmelegemerne tændt i saunaovnen, så temperaturen kommer ikke over de 60-65 grader. Det giver gæsterne en kold oplevelse, hvilket får dem til, at overdosere ovnen med vand for, at øge luftfugtigheden/varmen. På den lange bane får i ødelagt en masse saunaer, da de ikke kan tåle flere liter vand hen over dem. Dette er grunden til, at saunaen ved Fields er stået af, og saunaen ved Nygårdsvej stod af for lidt over 1 uges tid siden. Det resulteret i, at i skulle anskaffe en ny sauna ovn.  Hvis i nu bare sørger for, at have saunaovnen 100% tændt fremfor 33% tændt, så er stenene brændvarme og dermed opnås den optimale varme. Derved falder behovet også for, at hælde vand på stenene. En sauna , skal som hovedregel være mellem 80-90 grader, og det er de langt fra ude i jeres centre, selvom jeres elektroniske termostat påstår det ved receptionsindgangene. Det er blot optisk bedrageri. Jeg ved, hvad jeg taler om, da jeg har arbejdet med saunaovnene for TylöHelo i lidt over tre år. Hvis i skal til, at spare på elregningen, på de få saunaer der er åbne, så kan I ligeså godt lukke dem permanent, fordi ellers bliver de blot bare ødelagt/kortsluttet af medlemmerne, som overdosere dem med vand, men hvem ved. Det kan være, at det er formålet, så I kan give medlemmerne skylden for, at have ødelagt dem. Bottom line - Intet værd, at komme på besøg til en lunken 40-50 graders bakteriefyldt sauna. Ville gerne have givet jer 2 stjerner. 1 stjerne til i har godt fitness udstyr, og (1) stjerne til kundeservice niveauet, men det forbliver kun til 1 enkelt stjerne sammenlagt.. Tilbage i slutningen af november har jeg chattet med jer live, og blevet lovet, at i vil vende tilbage på mail indenfor 10 hverdage omkring de 200kr, som var blevet trukket for meget den her måned. Receptionen i centeret kan ikke se, hvad de 200kr ekstra skulle være gået til, da de aldrig har set noget lignende i deres system før. Hverken forstår jeg ej heller.",Trustpilot
SATS,Omar Hamidi,2,"Jeg bliver fortalt d 21 november, at jeg får resten af året gratis, hvis jeg tilmelder mig. Nu ser jeg at i hæver for både november og december… Det opkrævning har jeg dog annulleret gennem banken.",Trustpilot
SATS,Jonas Klingenberg,1,"Komplet amatører, de har bevidst intet tlf nummer eller e-mail tilgængelig så hvis der skulle opstå problemer står du alene. Jeg har ikke kunne få kontakt med dem i 1 måned efter gentagne “kontaktformularer” de fortsætter med at sende faktura og rykkere for et medlemsskab jeg har opsagt for 8 måneder siden. Til grin, hold jer langt væk fra SATS.",Trustpilot
SATS,Kennie,2,"Nedlukning af Diamon Exclusive pr. 1. Januar 2023, nedlukning af saunaer/dampbade, stigende priser samt maskiner, herunder løbebånd der ikke har virket optimalt for flere måneder har betydet at jeg, efter 17 års medlemskab, har opsagt mit medlemskab. Hvis man ønsker at være medlem af et træningscenter som kan noget mere end alle de andre lav-pris træningscentre så kan jeg ikke anbefale sats længere.",Trustpilot
SATS,Helene,1,"Åhhh SATS..... Prisstigninger igen, og samtidig mindre og mindre værdi for pengene. Kan I slet ikke selv huske, dengang I brandede jer som et en ""luksus-firnesskæde"", hvor man fik ""mere end bare træning, bl.a. adgang til sauna og dampbad""? Nu skriver I pludselig herinde, at det er ""ekstra og ikke noget der er betalt for"". Joooh, sådan blev det nu solgt engang til os, der har været medlemmer længerne end jeres medarbejdere der svarer på Trustpilot (tilsyneladende).Jeg kan spare 100 kr (sølle 20 %) ved kun at træne i ét center. Men ved I hvor mange spinningtimer Nørrebro har? 2 om ugen!! (ja, OM UGEN!). Gå til FW i stedet for - de giver deres medlemmer hvad de lover, hverken mere eller mindre. Dét er da meget ærlig forretning, andre ku lære noget af.",Trustpilot
SATS,Kee,1,"Kære Sats.. jeres prisstigninger er urimelige og i kommer til at miste kunder. Jeres håndtering og svar på folks anmeldelser er utrolig arrogante. I svarer at dampbad + sauna ikke er en del af jeres ‘kerneprodukter’ og vi ikke betaler for det, men får det som et ‘ekstra gode/gave fra jer’, og at det vi betaler for er træning.. ok, så lad os sige det. MEN hvordan retfærdiggører i så jeres høje pris, hvis sauna og damp (ifølge jeres eget udsagn) ikke tæller med i det vi skal bedømme jer på. For jeres udstyr er ofte gammelt og slidt (som mange andre centre), og ikke specielt bedre end andre centre der er betydeligt billigere. Jeres hygiejne var en gang bedre en fx fw, men nu er det absolut ikke tilfældet. Jeres kundeservice er arrogant og pt ikke-eksisterende. Hvad er det så i mener der kan retfærdiggøre jeres meget højere pris end alle andre? Hvad differentierer jer nu fra andre centre? Jeg kan fortælle at jeg i sin tid valgte jer, først og fremmest pga sauna + damp og dernæst hygiejne. Intet af dette får jeg mere, så nu har jeg meldt mig ud, efter mit medlemskab er steget, og service + kvalitet er faldet. Jeg tror ikke jeg er den eneste. Det hænger jo ikke sammen sats.. men held og lykke med det",Trustpilot
SATS,Usman Iftikhar,2,"Lidt frækt med en prisstigning samt lukning af sauna og dampbad. Dobbelt mitigering. Har været kunde i 7 år. Det er ikke mig som kunde, der koster jer penge, men de nye i forsøger at erhverve gennem dyrt marketing. Skab nogle nye Selling points. Øg åbningstiderne. Og åben saunaen",Trustpilot
SATS,Berit Mylle Jørgensen,5,"Det har været en god oplevelse at starte i det nye center i Roskilde, medarbejderne har været rigtig flinke til at svare på mine spørgsmål og hjælpe mig med både SATS app og faciliteterne i centeret. Jeg har haft nogle meget kompetente instruktører til at undervise mig på mine hold. Der er meget rent og ordenligt i hele centret, en fornøjelse at træne der.  Vh. Berit",Trustpilot
SATS,Jette Mie Edelmann,5,"Helt fantastisk sted at komme. Skønt personale, fine nye lokaler, og maskiner der bare virker ",Trustpilot
SATS,Jan Jensen,1,"Sats har valgt at behandle deres trofaste kunder med den ene prisstigning efter den anden. Desuden har de sat deres service niveau væsentlig ned. Sauna og dampbad er måske ikke en del af servicen, men det er derfor jeg i sin tid valgte Sats. Men det slutter nu - så det gør mit medlemskab så også ",Trustpilot
SATS,Roskilde40,1,"SATS åbner igen på Ro's torv efter 7 måneders renovering. Det var godt nok en skuffelse at komme tilbage, alt udstyr var som da i lukkede. Andy fra kundeservice lad hver at skrive at udstyret virker. 3 Romaskiner som er ubrugelige, mange maskiner er helt faldefærdige og nej de fungere ikke.Så er der købt nye Kettlebells hvor herre bevares, nogle af de billigste på markedet. Nye håndtag/stænger til bla lat pulldown, man er bange for de knækker så ringe kvalitet er det.I har handlet godt ind på tv-shoppen.I behøver ikke svare på min anmeldelse, bliver alligvel så træt af at læse jeres standard svar. Min udmeldelse er sendt og i Roskilde er der træningscentre som værdsætter deres medlemmer og giver en god oplevelse modsat jer.Jeres virksomhed bløder og medlemmerne forsvinder, men i ændre ikke strategi",Trustpilot
SATS,Kasper J,1,"Totalt mangelfuld kommunikation og helt misforstået måde at håndtere mangeårige faste kunder på.Kære SATS.. vi er rigtig mange som velvilligt har betalt ekstra og kørt omveje ift jeres konkurrenter, pga jeres “pakke” VAR bedre.Jeg har ingen rabataftaler, bruger ikke hold træning - og har glædeligt betalt i årevis.I vælger at lukke saunaerne, og påkalder jer at det ikke er en del af kerneydelsen hos jer.I skal bare vide at vi altså er RIGTIG mange kunder som har anden opfattelse - og når det er tilfældet kunne det så være at i ikke har forstået jeres kunder helt?Jeg gad godt se regnskabet når der er gået et par måneder.. det bliver spændende at se om i har “tjent” eller sparet på den her manøvre..Gad vide hvor mange medlemmer man har råd til at “tabe” ved den aktuelle service forringelse - før det viser sig at være en rigtig dårlig beslutning.Jeg gætter på at hvis man pludslig åbner igen som rygtet siger man gjorde i Norge - skyldes det nok at beslutningen var dårlig økonomi.Noget der til gengæld er langt værre på den lange bane, er den super negative stemning og håndtering det har giver - særligt nok blandt mange af os “gamle” medlemmer som ikke er på studierabatter, firmaaftaler osv..Der har brandet SATS godt nok lidt et stort tab i mine øjne.Trist udvikling i har gang i.",Trustpilot
SATS,Anders,1,"Hvad i alverden er meningen at i lukker for sauna og dampbad, det har i altid tilbudt disse faciliteter, og det er den primære årsag til mange af jeres medlemmer vælger SATS frem for andre trænings centre. I kalder det ikke for et kerne produkt, men har i evt. overvejet at sende et spørgeskema til jeres kunder som omhandler hvad de mener er jeres kerne produkt? Jo selvfølgelig er det træning, men i har også et andet pris niveau end F eks Fitness World. En strategisk rigtig dum beslutning som kun handler om en ting - kroner og øre.",Trustpilot
SATS,Jesper Rasmussen,1,Skuffende. Opsiger mit abonnement. Kæmpe abonnements prisstigning og så fjerner i den service (Damp og alm. Sauna) som differentierer jer fra konkurrenterne og som retfærdigører jeres dyrere pris. NEJ TAK!!! Har trænet hos jer i 20 år men det her er dråben. Trist!!!,Trustpilot
SATS,Caroline ,1,"Spørgsmålet er hvor jeg skal starte? Generelt er standarten bare så eventyrlig dårlig, det er næsten mere reglen end undtagelsen at der lugter så gennemgående af urin i omklædningen, ( bruserne ) afklippede negle, hår gammel hud fra fodpleje og jeg kan sagtens fortsætte.. jeg er indforstået med at naturligvis er medlemmerne som tydeligvis ikke er informeret tilstrækkeligt, om regler og almen opførsel, men rengøringen og hygiejnen er generelt urealistisk dårlig. Som om det ikke er stygt nok i sig selv, så er jeres maskiner, gamle, uopdaterede og der som fact altid minimum 20% af maskinerne der er ude af drift. En overflod af alt for mange medlemmer til alt for lidt plads med alt for ringe forhold at træne under. MEN! Lad os endelig ikke stoppe her! Personalet er med få undtagelser ualmindeligt uengagerede, og er har størst interesse i deres egne private samtaler, havde det været det eneste havde jeg ikke skrevet en anmeldelse… jeg har set igennem fingrene med det her svineri af et røveri ved højlys dag, i freaking årevis! MEN udelukkende fordi jeg i dag, får en mail om at jeg, efter en årrække af trofast medlemskab, i jeres tikkende bombe af en sygdomshule, får det billigeste medlemskab, men som vil stige til omkring 450kr !!!! Med det taget i mente at i fjerner saunaen… what the flying F! Jeg træner i mange af jeres centre så det er ikke for at tale dissideret om et specifikt center.. det er en gennemgående ting i jeres centre.. FØJ !",Trustpilot
SATS,Claus,2,"Dyrt og får for lidt for pengene, deres omklædning er beskidt, badet klamt og det ekstra man betaler for saunaen, får man ikke noget ud af, fordi der kommer så mange mennesker fra andre centre hvor de har lukket saunaen!! kan lige så godt bruge Fitness World eller bruge 100 kr. mere og brug Charlottehaven eller noget andet lækkert!!",Trustpilot
SATS,Philip R,1,"Direkte forrykt at lukke sauna og dampbad i en tid, hvor vi i forvejen har meget, meget få glæder. Øg medlemsprisen med tilsvarende højere betaling for energiforbrug. Bed ledelsen om at kigge på trustpilot for i kommer til at miste en kæmpe andel kunder på jeres hidtil dårligste beslutning nogensinde!!!!Sats = ingen eksistensberettigelse uden sauna og dampbad",Trustpilot
SATS,Kvæk Olesen,1,"Først lukkes der for muligheden for, at ringe direkte til centret,dernæst lukkes der for den gode, man betaler for, dampbadet,for at efterfølgende at lukke for sauna. Så får man mail om ens abonnent stiger yderligere.Der er mindre og mindre mulighed for, at booke på holdtræning da der er færre hold og udvalget er for ensidigt.",Trustpilot
SATS,I. N.,5,"SATS Birkerød har mange dygtige instruktører og PTs, og det er super at man en gang imellem kan få en fri session med en PT, for lige at blive skubbet i en ny retning. Udover stjerneinstruktører som Betina Bach med pilates og yin yoga på virkeligt højt niveau, så er der exceptionelt søde, smilende og engageret personale i receptionen. Elsker at komme i mit SATS center - nok kunde i over 20 år allerede :-)",Trustpilot
SATS,Annette ,5,"Jeg er meget glad for at træne i sats, alene eller med min personlige træner,  der er en god og kundevenlig stemning, hyggelige og pæne lokaler, og alsidige træningsmuligheder ",Trustpilot
SATS,Lill Dueholm,5,Hyggeligt og styr på tingene - dejligt med sauna,Trustpilot
SATS,danny jacobsen,5,Hyggeligt sted at komme. Lidt mange mennesker om aftenene i lyngby bla men det går lige,Trustpilot
SATS,Christina,2,"Det bliver dyrere og dyrere - og samtidigt falder standarden mere og mere. Toiletter virker ikke over længere tid, halvdelen af armaturerne på håndvaskene er løse, der bliver sparet på rengøringen både i omklædning og holdsale, og der mangler udstyr ift hvor mange de lukker ind på holdene. De glemmer at rette tiderne på holdtræningen i app’en, så man ikke kan se hvornår en time reelt starter - og man kan ikke ringe og spørge, fordi man ikke kan ringe til sit center mere, og ‘hovedkontoret’ kan ikke svare på noget der vedrører centrene. Og så er der næsten altid noget galt med et af deres aircondition-anlæg.De skal være glade for deres fantastiske instruktører - det er efterhånden kun dem der gør at man bliver der!",Trustpilot
SATS,Alexandra Buhl,4,"Parken har alle de maskiner og udstyr jeg skal bruge, og personalet er imødekommende og venlige - Det eneste er at rengøringen på toiletterne en gang imellem halter. Men jeg har fast abonnement og det er det hele værd :)",Trustpilot
SATS,Line Winkelskjold,4,Godt træningscenter med godt udstyr og maskiner. Elsker at træne i Sats,Trustpilot
SATS,Louise Rørstrøm,1,"Jeg vil gerne opsige mit medlemsskab hos Sats, men dette er ikke muligt. På deres hjemmeside under opsigelse af medlemsskab står der, at siden holde hviledag, og det har der nu stået i 15 dage. Jeg har for 15 dage siden skrevet til Sats kundeservice, men intet hørt endnu. Jeg har været i kontakt med ansatte i Sats, men de kan heller ikke hjælpe mig.Så pas på, når I melder jer ind for det er umuligt at opsige medlemskabet. Jeg kender en, som har samme problem.",Trustpilot
SATS,Hakan,1,"Over tidligere på året at skifte til konkurrent.Fik opkald af sælger som overtalte mig om at blive, plus jeg fik et gavekort på 600kr som jeg kunne købe for i centrene.Hvergarnsstof jeg overvejer at bruge dem kan jeg ikke.De er gået ind på en norsk konto, du skal bare ringe kundeservice, nu kan bruge dem i centret mm.Så sidst her fredag prøvede jeg igen og fandt noget tøj, men koden som er sendt virker ikke.Så siger hende ved skranken at når lederen kommer vil hun ringe til mig og løse det med mig sammen.Sælger har jeg sendt to e-mails til uden svar.Så i bund og grund har taget rven på mig , og ikke givet 600kr som lovet…",Trustpilot
SATS,Aenskar,1,"Sauna lukket på ubestemt tid, samt prisstigning i medlemskab. Flot..",Trustpilot
SATS,Morten Cervidae,1,Sauna og dampbad skal tilbage. Det er en skændsel,Trustpilot
SATS,Maria Jensen,1,Hold da helt kæft! Har i tabt sutten Sats?! Hvordan kan i gennemføre så massive forringelser?Dampbad væk. Sauna væk. Diamond væk. Tv væk. Varme væk. Og så sætter i oveni købet prisen betragteligt op!!Men strømmen sparer i ikke på! Jeg ser så mange muligheder for at spare på strømmen i jeres centre men i vil hellere ignorerere jeres medlemmers behov og protest og lukke for sauna som så mange medlemmer har haft stor glæde af og netop valgt sats af den grund!Og jeres løgnagtige svar kan i putte op i vist sted for det er jo løgn at der ikke er mange der bruger Diamond. Jeg kender adskillelige. Man skal ikke være raket ingeniør for at regne ud at det var en underskudsforretning men hvorfor prissætter i så ikke produkter derefter så vi stadig kan tilbydes det ekstra? Mak skal heller ikke have opfundet den dybe tallerken for at komme med adskillige andre strømsystem tiltag end at lukke sauna. I fiser strøm af på alt muligt andet der sagtens kunne forbedres. Feks lyset og lys sensor i omklædningen mm. De svar i kommer med er jo latterlige!Jeres konkurrenter brænder også for at skabe træningsglæde og udbyde det bedste træning.De har også mange centre og fw langt flere end jer!De har alle masser af personlige trænere tilknyttet så det argument kan i også stikke op i r….!Udvidede lukketider! Hvis jeg ville træne i ydertidspunkter er jeg stadigheden stillet i fw eller bare et andet center med nøglekort!Det argument med i har bemanding i hele åbningstiden. Nu ved jeg ikke hvad i tænker jeg skal bruge det til? Jeg kommer ikke for at snakke med personalet. Jeg kommer for at træne og i øvrigt bruge sauna og diamond men det jo så slut nu. Kan slet ikke se hvad jeg skal fortsætte med at være medlem for og så endda til ågerpris!Farvel sats,Trustpilot
SATS,Ole Clausen,5,"Super service, og gode faciliteter",Trustpilot
SATS,Danoo,1,"Først fjerner i diamond medlemskab, fair nok. Så slukker i for saunaen, hvilket kan forstås på, at der skal spares strøm. Måske i burde spare nogle andre steder, så i stadig har noget og kunne differentiere jer på? Fordi jeres maskiner/udstyr er 20 år gammelt og er i den lave ende af kvalitet, derudover har i de mest fatsvage lukketider. SÅ FIX JERES BESLUTNINGER OPPE I ADMINISTRATIONEN!!!",Trustpilot
SATS,Anemone,1,Vanvittig stigning på over 25% I gør trænings oplevelsen dårligere og i sætter en sindsyg pris stigning! Helt ærligt hvad er det vi betaler for efter hånden! Jeg ved godt tingene er steget men 25% er lidt vildt når jeres konkurrenter kan gøre en hel del billigere end jer.,Trustpilot
SATS,Bo,1,"Øv SATS-wellnessSATS-wellness med afslapning og forkælelse i forbindelse med et besøg i SATS centeret er ØV gået fra fantastisk gennem rigtig mange år til elendigt efter først ”for altid” lukning af dampbade, dernæst kun adgang til sauna i få udvalgte centre. Den SATS-wellness der tilbagestår – lader ikke mange gode indtryk tilbage som medlem. Få centre med adgang til sauna = burhøns eller -haner i en trang sauna – øv, øv og atter øv. Medlem af SATS – der ønskes altid en oplevelse af at være værdsat, påskønnet, imødekommet, løftet og forkælet – vi er jo blot betalende medlemmer og der er muligvis en chance for forståelse for en stigning i abonnementet. Medlem af SATS – der ønskes ikke at blive mødt med en patroniserende tilgang til svar generelt eller på denne anmeldelse, så lad hellere vær – der er behov for refleksion, der er behov for at ledelsen for syn for sagen, der er behov for at ledelsen handler på sagen.",Trustpilot
SATS,Sune Beck,1,"Virkelig skuffet over SATS som sløjfer deres eneste fordel overfor konkurrenterne - og samtidigt hæver priserne voldsomt. Udstyret er slidt og ødelagt (og bliver ikke repareret).Der er beskidt og muggent, og mangler sæbeDer er lukket for suana og dampbadDiamond medlemskab fjernesOg samtidigt påstår de at prisen er nød til at stige med 50%?!",Trustpilot
SATS,Martin,1,Dårligt og dyrtSauna og dampbad er lukket under påskud af det ikke er en kerneydelse. Det er dig det eneste som kan retfærdigøre jeres høje pris sammenholdt med fx FW. Ingen mulighed for opsigelse da jeg har forlænget med 12 måneder.Ingen mulighed for at tale med kundeservice.Ingen svar på skriftlig henvendelse til kundeservice.Ingen kundeservice!Ingen information om ændringer før de sker… find et andet sted at træne.,Trustpilot
SATS,Christoffer Surland,1,"Under al kritik, at man bruger de stigender elpriser til permanent at afskaffe wellness facilitetterne, som er kædens eneste konkurrencefordel og som nogenlunde kan retfærdiggøre den høje medlemspris. Uden wellness faciliteterne, ser jeg absolut ingen grund til at være medlem af SATS længere - specielt ikke taget deres elendige åbningstider i betragtning...",Trustpilot
SATS,Rasmus,1,"Hvor er jeg dog gået forgæves mange gange for at komme i sauna, dampbad eller senest bare et almindeligt bad efter træning som var lukket uden varsling elller infomation omkring. Synes virkelig i latterliggøre jeres kunder og kan ikke forstå man er så ligeglad. Min udmeldelse er hvert fald sendt ind i dag. Tak for denne gang",Trustpilot
SATS,Kerim Bagg,1,"Hvordan kan det være at i lukke sauna og siger det pga el priser, men i vælger at holde city 2 og 5 andre steder åben, men undtage Vallensbæk er der forskel på prioritereinger af center?Mens vi i Vallensbæk lider, og andre centre nyder ?!Enten lukker man helt ned for at spare eller lade være??",Trustpilot
SATS,Emilie,2,"SATS Parken. Toilettet i dameomklædningen har været i stykker i en måneds tid. De andre toiletter er som regel beskidte (tis på gulvet, især toilettet ovenpå). Og så er der vildt koldt i holdsalen, hvilket virkelig ikke er optimalt for yoga. Til gengæld er det dyrt. ‍ Eneste plus er gode instruktører. Synd de har så elendige undervisningsforhold.",Trustpilot
SATS,Maria,5,"SATS er uden tvivl hårdt ramt af krisen ligesom resten af verden. Jeg er dog fortsat super glad for mit medlemskab og de søde medarbejdere. Jeg er personligt rigtig glad for træningsudstyret men også mængden af hold.  Jeg vil glæde mig til saunaerne åbner igen, men indtil da vil jeg fortsat troppe op til en god træning.",Trustpilot
SATS,Henrik Emmer,1,"Når SATS skriver ""Hellere et lukket dampbad, end et lukket træningscenter"" er lige så langt ude som når Regeringen begrunder afskaffelsen af Store Bededag med at kalde det Ansvar for Danmark ...Hvis SATS vitterlig ville spare penge på energien, kunne de først og fremmeste vælge at slukke for en trediedel af lamperne, der er i centrene ... samt helt at slukke for lyset når centrene er lukkede. Fx Fisketorvet står badet i lys udenfor åbningstid.",Trustpilot
SATS,CT,1,"Seriøst hvorfor betale for et abonnement hos jer til langt højere pris, når i lukker ned for sauna og dampbad, kvalitet, udstyr, og renlighed er lavere end andre fitness centre som fitness World. Jeg er ude!",Trustpilot
SATS,Fredrik Berggreen,1,"Der må sidde nogle beslutningstagere i SATS, der har røde øre og finder ud af på den hårde måde, hvorfor kunderne egentlig er kunder. - Faktum er, at jeres træningstilbud er ringere end FW. - Kun I lader til at værdisætte tilgængelige medarbejdere bag skranken i alle åbningstider (who cares) - I lever kun på jeres wellness produkter, som i mangelfuldt kalder et bi-produkt.Lydt til jeres kunder og deres larm.",Trustpilot
SATS,Albert Kolonja,1,"Man betaler i forvejen extra hos SATS fordi man netop gerne vil have de faciliteter til rådighed efter en gang træning, også vælger i at lukke både det ene og det andet ned!? SAUNA OG DAMPBAD.Krise eller ej, det simpelthen bare ikk i orden...",Trustpilot
SATS,Medlem Helsingør,1,Primær årsag til jeg valgte sats var pga af sauna. I Helsingør centret er deres maskiner total nedslidte og opvejer overhoved ikke prisen på medlemskabet. Tak for denne gang. I øvrigt skal det siges at personalet er virkelig søde i Helsingør afdelingen.,Trustpilot
SATS,Logic App Source,1,"Sørgeligt, i plejede at være den bedste fitness kæde.Fair i lukker dampbadet, men at lukke saunaen til de priser. Farvel og tak sats, melder mig ud. I burde forstå jeres kunde segment bedre, i kommer til at miste rigtig mange kunder på det move.",Trustpilot
SATS,lars pedersen,1,Kan kun tilslutte mig alle dem med 1 stjerne - bude være minus 1 stjerne da vi jo advarer nye medlemmeri) først ændrer man 'feriereglerne' så man bliver bondefanget - kan kun afmelde 1 kalendar måned men mon ikke de fleste holder ferie henover et månedskifteii) så hæver man prisen midt i 2022iii) og nu hæver man så prisen igen (ialt lidt over 20 pct - så en latterlig undskyldning om at det skyldes inflationen - mig bekendt er den ikke over 20 pct!)iv) maskiner der er gået i stykker bliver først repareret efter 3-4 uger har jeg lagt mærke tilDet positive for mig er at nu kommer jeg til at spare penge på året som helhed - nu er det for dyrt at have et abonnement man ikke udnytter effektivt så det bliver sat i bero i 2 måneder når jeg er ude at rejse henover et månedskifte og om sommeren hvor jeg kan træne udendørs.Synd for den profithungrende kapitalfond der ejer SATS,Trustpilot
SATS,Kurt,1,"Mon ikke den tidligere leder af Fitness World, må se at finde sig et andet sted at øve sig på virksomhedsdrift, for han kunne ikke finde ud af det hos FW og han kan så absolut, heller ikke finde ud af det hos SATS.Kom ned for at træne i dag, efter lang tids pause, træner i Roskilde, som det sidste år er blevet bygget om. Det er de gamle udslidte maskiner der er sat ind igen, der er ingen plads i omklædningen, næsten ingen brusere og hvor er saunaen? Snakkede med en af de murer der havde bygget og han fortalte at sauna var med på tegningerne, lige ind til den nye Direktør i SATS Danmark (Kim et eller andet) besluttede at der ikke skulle være sauna..Her har man troligt gået og ventet på at SATS Roskilde åbnede igen, og så det bare en kæmpe skuffelse, man kunne måske have informeret via nyhedsbreve facebook ect, om at det blev så ringe..",Trustpilot
