ID,text,rating,enterprise,Not Determined,Staff,Equipment,Hygiene,Location
450,"Best gym I’ve ever went to. Very friendly staff, fully equiped with everything and a great Schwarzi painting.Ideally located with a fair day pass for travelers. 5/5",5.0,Vesterbronx,1.0,1.0,1.0,,1.0
451,"I’ve lived in San Francisco, Japan, Spain and now Copenhagen for a little bit, but this is by far the best gym I have ever been too for the cost. At this location, they have a live DJ from 4 to 8 PM on Monday evenings, and at the other location they have a live DJ at the same time on Tuesday evenings. It’s quite amazing for the price! It’s a nice thing to have as well to spice up the workout.Plus, they have friendly staff, plenty of lockers to put away your stuff, a Zen room to do your own AI powered workout, and so many machines! Also, they have drinks and protein ice cream bars you can purchase.",5.0,OTHER,1.0,1.0,1.0,,
452,"Fantastic gym. I have been working out there for about 4 months now and enjoy the equipment, staff, and the fact that they are open 24/7. Would highly recommend if you are looking for a new gym in Copenhagen.",5.0,OTHER,1.0,1.0,,,
453,"Go here at night and it is like getting into a night club, great atmosphere and music is almost always on point!There is a guy here, think he is called Rasmus, always smiling and welcoming. He gets you in a mood that forces all great energy into you and makes the lifts much better. Would highly recommend going here, and in Repeat I general!",5.0,OTHER,1.0,1.0,,,
454,"Love the interior of this gym. Much better than any other gym I have tried. They have a great selection of equipment. However, the music is sometimes really really loud and the place can get quite busy during peek hours.",4.0,OTHER,,,1.0,,-1.0
455,"This gym has really terrible policies for drop in, day pass people, such as tourists like myself. I went there at 3:15pm on a Saturday, and the staff member told me I couldn't train because he was leaving at 4pm, and I was not allowed to let myself out of the gym without a staff member being there, even though it's a 24 hour gym and was full of people. Very bad policy for taking care of casual people like me who really want to train.",1.0,OTHER,-1.0,,,,
456,"Great gym and CrossFit lessons, I usually do drop in when I visit CPH. If you do not speak Dannish and are looking to do a drop in CrossFit avoid classes with the coach John David, he has a lack of interest and not welcoming to new members, the rest of the coaches are great.I totally recommend this friendly gym.",4.0,OTHER,1.0,0.0,,,
457,Best crossfitbox I’ve been to so far! They got it all and is a must visit if you love Crossfit and is in town. Friendly people and great classes.,5.0,OTHER,1.0,,,,
458,Very nice gym. Good atmosphere and friendly people around!,5.0,OTHER,1.0,,,,
459,"Nice outside and inside gym, really nice owner, and cool New and smart equipment!",5.0,OTHER,1.0,,1.0,,
460,"The best gym by far, I have seen in CPH",5.0,OTHER,1.0,,,,
461,"Great gym. It’s relatively small but has plenty of cables, freeweights and squat racks, so really everything you need. Very kind staff and chill atmosphere.",5.0,OTHER,1.0,1.0,1.0,,
462,"Amazing local gym! Feels way more personal and comfortable, than any other gyms I’ve been to.",5.0,OTHER,1.0,,,,
463,"Very good gym.High quality Equipment ,very good treadmills and also boxing  fitness classes to get really fit ...friendly staff.I would really reccomend...",5.0,OTHER,,1.0,1.0,,
464,"I alway feel welcome to SHC 😊 Very professional staff!! Many different classes 💪😅 PT’s and trainers to choose from, who always challenge us, always are positive, and in a good mood. Easy booking system. SHC makes me feel stronger, healthier and happier 😀",5.0,OTHER,1.0,1.0,,,
465,Was ordering a guest visit as I was considering changing to SHC. I was standing in the gym at Radisson and ringed the bell for around 10 - 15 minutes in the hours there is staffer without any service.Would not recommend visiting when handling potential customers like that.,1.0,OTHER,-1.0,-1.0,,,
466,Great Gym for bodybuilding. Arsenal pendulum and Hacksquat. Every hammerstrength machine. And also an area with bumper plates and CrossFit style Racks. + A big posing area,5.0,OTHER,1.0,,1.0,,
467,This is an amazing gym! They have everything you need for a great workout. I highly recommend it!,5.0,OTHER,,,1.0,,
468,"Great hardcore gym with brand new equipment. Everyone there was jacked as f, huge and roided out which is always a good sign you’re at the best gym in town.",5.0,OTHER,,,1.0,,
469,Very good gym space. And good guidance for beginners as well by the receptionist. There are in house personal trainer you can hire. Not very crowded. Overall very good. 10 min walk feom Ny ellebjerg Station.,5.0,OTHER,1.0,1.0,,,1.0
470,"Only 2 running machines, so not a normal gym, but mostly for body builders. Tiny unheated changing room. With a membership fee of 495DKK/month this is a joke.",2.0,OTHER,-1.0,,-1.0,,
471,I really enjoyed running and exercise here in this beautiful environment with the lake.,5.0,OTHER,1.0,,,,
472,Gym for kids.,3.0,OTHER,1.0,,,,
473,Very cool after the walk with outdoor training,5.0,OTHER,1.0,,,,
474,3 small training sites. Fine.Nothing worth seeing.,5.0,OTHER,1.0,,,,
475,"Super cool training, skilled physiotherapist and good atmosphere 💪",5.0,OTHER,1.0,1.0,,,
476,"Super convenient place as it is in the middle of Nørrebro. The place is a little rusty but it has all needed for exercising and more. Also Arca has many different places all around the city so if you are thinking about starting to do some exercises and taking care of your health, I recommend you to check it out. Trainers are nice and well versed and will guide you through each exercise and movement. Also, they often can take the class in English if you ask. Good fitness journey.",4.0,OTHER,1.0,1.0,,,1.0
477,"Be careful with the membership disclaimer, they like to take advantage and collect money scamming you. I didn't use the facilities for 6 months because of health issues [among other things], and they  sent me a letter and charged me KR 1,109. Horrible experience for me, they lost a customer for ever.",1.0,OTHER,-1.0,-1.0,,,
478,"Some instructors should be trained better on how to react in case person gets an injury in class. I had an overall good experience with CrossFit Copenhagen, but one unqualified teacher with unprofessional behavior made me change my mind.Basics should be obvious - if someone at your class gets heavily injured, you need to take care of them and help, not just ask them leave immediately.",1.0,OTHER,-1.0,-1.0,,,
479,"Outrageous company. Complete absence of professionalism or customer service. ALL of my classes got cancelled last month for some unknown reason, and Crossfit CPH refused to refund me for the membership. This kind of ""Just deal with it - we don't care about you"" attitude from them, is incredibly annoying. I will cancel my membership as soon as I can.",1.0,OTHER,-1.0,-1.0,,,
480,"Same here, I had registered too and cancelled on time but they charged 300 dkk for no reason and there is no number to call them either - how is that possible and makes me wonder which century are we living in? All big talks and show off! zero professionalism.",1.0,OTHER,-1.0,-1.0,,,
481,"Great gym, they also have physical therapy (how I know this place) and what ever workout you like. They have a tons of classes from yoga, spinning, crossfit, pilates, TRX, dance and all the machines you would want in a gym. They have big changing rooms and showers and lockers. All the personal I have met so far were super friendly. They have competitive prices.",5.0,OTHER,1.0,1.0,1.0,,
482,"Favorite gym. Machines and the fitness program is very good, there is a classy boutique fitness atmosphere . The members are also better than many other fitness clubs I tried. I have been member of the place for nearly four years and visit minimum five times a week 😉💪",5.0,OTHER,1.0,1.0,1.0,,
483,High quality physiotherapeutic treatment and very well organized. I can only recommend Fysisk Form in Vesterbro. I was treated by Camilla Hofman Hansen and was very happy! Super professional aswell as caring for the person.,5.0,OTHER,1.0,1.0,,,
484,"Great,cosy gym catering to all ages and has its own physio clinic with top professional therapists.",5.0,OTHER,1.0,1.0,1.0,,
485,"Relaxed atmosphere, with no heavy weight lifting",5.0,OTHER,1.0,,,,
486,"Copenhagen marathon 2022, Maj 15 2022.The  City of Copenhagen  Denmark will be hosting marathon for the first time after COVID 19 lock.Many of the locals are excited same time Copenhagen city is  Busy with guest from international community ready to participate and being part of the event.For  the  participants Runners  the city has prepared several activity and place for your Wellness and training before the event.For many  it's a moment you train your body  muscles and Skills in running long distance . The spectators remain Closer to give you Support during the race.  As the Day Closes everyone feels fulfilled for being part of an activity In the community.Just few notes For your preparationGet your self comfortable wear To use that will support you.Finding a gym or training areas where you can train your Body wellness  Before the Actual day.Getting a new Nutrition and balanced  diet food wellness Before the  actual day .Mental healthcare  wellness preparation.Recommendation  visit Barry's fitness located in the mid of Copenhagen that offers a gym fast and a clean space to train  and with help of the trainer.It is clean and well located For tourists looking for a space with no binding or monthly usage it's a best Space.Cleanliness ✅💯🌳Green energy powered ✅💯🌳Great Team smiling and Customer service representative ✅💯Facilities ✅🌳💯👌Trainers 💯🌳✅Accessories 💯👌Copenhagen City is excited to host the  event.Your well being is our  Priority during these years marathon 2022 And we Share SupportCopenhagen DenmarkMarathon 2022🌐💎✅👌💯",5.0,OTHER,1.0,,,,
487,Barry’s bootcamp is quite simply the best workout in the world. Another great atmosphere branch with staff that really looks like they’re enjoying themselves. Highly recommend.,5.0,OTHER,1.0,1.0,,,
488,"Werk it! Imagine a gym in a club or a club with a gym with some of the prettiest people who also happen to be easygoing and approachable. That’s Barry’s!I had fun, I enjoyed some good tunes, and I got a workout.",5.0,OTHER,1.0,,,,
489,"Visited from my home studio(s) in Houston and Washington, D.C.  It's always a great workout!",5.0,OTHER,1.0,,,,
490,"If you like to get Energy into your bloodstream, that’s the place to go. ☀️The personnel is also very nice and helpful 👍",5.0,OTHER,1.0,1.0,,,
491,Good place with proper equipment but horrible ventilation 😅 not good for summer 😅 but you can get to see nice views,4.0,PureGym,0.0,,1.0,,
492,"It's okay, has its variety but could use 1-2 more machines",4.0,PureGym,1.0,,-1.0,,
493,"Big with most facilities, but almost always very crowded.",4.0,PureGym,-1.0,,1.0,,
494,Amazing place !!!,5.0,PureGym,1.0,,,,
495,"Don't spend time or effort giving them constructive criticism even if they ask for clarification on the bad review of the center in their app because they are not willing to improve anything even though they claim they will do everything to improve. They just want to use long emails to basically say ""That's just how it is""... Not one of them I would train in permanently as they are pretty bad machines compared to other centers... There are others in Aalborg that are far better..",2.0,PureGym,-1.0,,-1.0,,
496,"Best gym in Aalborg city center!!! I have been training in this gym 5 times per week since 2015. Compare to other fitness world gym in Aalborg city center, this one is THE BEST. Always clean everywhere - machines, bathrooms, and even the training mat! Offers a lot of equipments, and many different training classes you can choose.",5.0,PureGym,1.0,,1.0,1.0,
497,Ever since it became Pure gym they removed all the hand sanitizer. Disgusting place,1.0,PureGym,-1.0,,,-1.0,
498,"Nice place, but can be quite crowded at times leading to extended waiting for the machine that you wish to use. The equipment itself is all good though.",4.0,PureGym,0.0,,1.0,,
499,"Small for all the machines they’ve put in there. Smell of sweat due to bad AC.Friendly staff though, and clean facilities.Can be very crowded during holidays and weekends.",3.0,PureGym,0.0,1.0,,0.0,
500,"Amazing gym, and most lovely staff ever!",5.0,PureGym,1.0,1.0,,,
501,"Have been coming here for 4-5 years. All around good gym, isn’t ever too packed, has a good amount of specifically the machines/equipment that is in high demand such as squat racks, benches, pulldown machines etc. but no fancy stuff, only “essential” standard equipment. Prices are also good for beginners but I think a little high if you’ve been training here for a while and there are no beginner benefits left.",4.0,PureGym,0.0,,1.0,,
502,Don’t like it at all. People who work there is never there.,1.0,PureGym,-1.0,-1.0,,,
503,"Been a memeber for 6 years. Great gym with a large space, not fully packed with all sorts of machines, but there are still enough machines. Really love it. The music is quiet too, though it could be a bit lowered on Sundays. Still, a great palce, love coming here :)",5.0,PureGym,1.0,,0.0,,
504,"Despite having good machines and lovely physical space, the staff and customer service is unappealing. If you dont speak Danish, it is probable to get overcharged by mistake because some of the staff are not well-trained with the system besides having language barrier. I paid fee for extra months while my membership was supposedly on pause. They sent me bills without even sending me a notification about reactivation beforehand. At the end of the complicated way through the customer service, the result was: ""I understand you but sorry we cant do anything, you have to pay the money"". Yeah, this is sad to pay fee for months when you could have attended the gym but you were unaware.That was by far my poorest experience of customer service in Denmark.",1.0,PureGym,0.0,,1.0,-1.0,
505,I train there. Not long ago they changed their machines which seem to be with less quality than the older ones.If you want to train after work be aware that the place can be crowded. It is on convenient spot but due to that it can be also hard to finish your training on time.It is clean and you can always clean the machines before and after usage.,4.0,PureGym,0.0,,-1.0,1.0,
506,Great for the daily grind this or another fitness world workes wonders,5.0,PureGym,1.0,,,,
507,Everything I need !!! Thx,5.0,PureGym,1.0,,,,
508,"Overall good center with proportionally good amount of machines compared to popularity. However, there is no hip thrust bench and only high benches, which means I have to go to another center for that exercise. dB is somewhat heavier than the other centers and the jumps between each weight are incredibly large at 2-3 kg. per steps. Bathing facilities could be better located. Nice and clean center which appears clearly. Lots of water points.",3.0,PureGym,0.0,,0.0,1.0,
509,Good facilities and good energy from the movers.,5.0,PureGym,1.0,,,,
510,always clean and attractive premises,5.0,PureGym,1.0,,,1.0,
511,This is one of the best centrres of Fitness world in Aalborg on the basis of the size and equipments,5.0,PureGym,1.0,,1.0,,
512,"This is from PureGym on Gugvej and Friis in Aalborg. They are some good and spacious centers with a lot of machines, so you don't feel like you are stalling during your training. On Gugvej there is good parking! Nice places.🤗",5.0,PureGym,1.0,,1.0,,
513,"There are sometimes problems with groups of teenage boys who make noise, come in casual clothes, and are not there to train but to socialize and film videos for social media.In addition, it is a center that is not too overcrowded, and has an OK amount of equipment for such a small center, and the surroundings are not too noisy as the premises are spread out.",4.0,PureGym,0.0,,1.0,,
514,"The training and the facilities are ok, but the last two times I've been there there has been a lack of toilet paper and/or paper towels in the men's changing room. The cleaning has not been ok either.",3.0,PureGym,-1.0,,1.0,-1.0,
515,Can't find a better place,5.0,PureGym,1.0,,,,
516,"A good, big center, with almost everything you could need.",4.0,PureGym,1.0,,1.0,,
517,Good service. Versatile options for training. Good mood. Room for everyone.,5.0,PureGym,1.0,1.0,,,
518,"Super good service, but I think there are too few bench press racks and too few toilets, this may well cause a lot of waiting time, there could also be more water dispensers around, with this the prices also start to become too high, otherwise a fine training place.",3.0,PureGym,0.0,1.0,-1.0,,
519,Too little space when it is busy and not enough machines. But otherwise I think there is a nice variety and the machines are in good condition,4.0,PureGym,0.0,,0.0,,
520,"Bad parking conditions. Had to stop at Lidl and when I got to the center the door was locked - Normally it's not a problem, but this center apparently requires a special chip in the card that can only be obtained during opening hours. This was not stated on the website!",1.0,PureGym,-1.0,,,,
521,Paid for a single session whilst on holiday. Was 49kr for a single or I think 100-109kr for a week.Well equipped and big gym with friendly staff.,5.0,PureGym,1.0,1.0,1.0,,
522,I really like training here. Everything is clean and in good conditions. The equipment is great; there are many options. The staff is very friendly and always makes you feel comfortable.,5.0,PureGym,,1.0,1.0,1.0,
523,"Small and exclusive gym, One of the thing that pissed me most about it was that I wanted to use just the gym, which in all other gym from the Fitness world franchise cost 150 DKK, however this is not permitted and they require you to make a full membership for their gym and classes, even if you dont want to visit any of them, which is 250 DKK. As i said exclusive.",3.0,PureGym,-1.0,,,,
524,"Good center for training, one of the original centers in Aalborg.",4.0,PureGym,1.0,,,,
525,"This is the best fitnes. First it's close to me, second it is very big.",5.0,PureGym,1.0,,,,1.0
526,"Very friendly staff.It's one of the most expensive fitness world's centers in whole Denmark, but it's one of the most under equipped ones. You can find more equipment in lots of other cheaper centers and also the devices in this center already present in this one, either have less features or unadjusted, such as the treadmills, the scale and the rowing machines.",3.0,PureGym,0.0,1.0,-1.0,,
527,Very fine place,5.0,PureGym,1.0,,,,
528,It's good with less variety of equipments.,4.0,PureGym,1.0,,-1.0,,
529,They are trying to kill you! I guess that is the point..? :),5.0,PureGym,-1.0,,,,
530,A really spacious and organized gym,5.0,PureGym,1.0,,,,
531,Very nice gym…. Clean and well equipped…,5.0,PureGym,,,1.0,1.0,
532,You can find several training equipment for chest and shoulders in the first floor,4.0,PureGym,,,1.0,,
533,A decent place to workout 👌🏼,4.0,PureGym,1.0,,,,
534,24 hour open,5.0,PureGym,1.0,,,,
535,Nice place😉,4.0,PureGym,1.0,,,,
536,"The balance at the gym have been broken for months, I have been waiting to weight myself and see how fat I am atm for too long",1.0,PureGym,,,-1.0,,
537,"Has everything there needs to be at a gym but there is a bit crowded sometimes so you might have to wait in line for some things, but it's rare. Overall great gym",4.0,PureGym,0.0,,1.0,,
538,One of my go-to fitness world centres in Aarhus. Lots of options and lots of space.,5.0,PureGym,1.0,,,,
539,Predatory payment practices,1.0,PureGym,-1.0,,,,
540,"The equipment is so worn out, the cable machines squeak and bind and there is only one lat pulldown machine. The hipthrust machine is far too tall and cannot be adjusted for women. In general, a super worn out gym and it doesn't help to paint the walls...",2.0,PureGym,-1.0,,-1.0,,
541,"Amazing gym with two floors, therefore enough space for everyone. Highly recommended for trainings in the heart of Aarhus.",5.0,PureGym,1.0,,,,
542,"Very expensive place considering that the sauna and steam bath never work properly. If the sauna is not down, then the steambath is down, and it takes months for them to fix. The steambath has currently been down for 2-3 months, and before the steambath broke down, the sauna was down for an equally long time. Conveniently, now that the steambath has been down for ages, they restricted the opening hours of the sauna to just a few hours a day, and it is practically closed in the weekends. Sauna and bathing area are usually dirty and unhygienic and often smell of urine. There is a lot of mold in the sauna, which they scrape off once in a while. The bench is bent and unstable, and the walls of the sauna are getting ripped apart. And noone gives a damn.This fitness chain took down fitnessdk and turned it into utter garbage.",1.0,PureGym,-1.0,,,-1.0,
543,Excellent gym that's just recently been revamped. Has everything including full machine setups and free weights. Spacious and has a nice dressing room and sauna. Conveniently located right in the middle of town.,5.0,PureGym,1.0,,1.0,,1.0
544,One of the best Fitness Worlds I have been in. It has a good selection of all the gear you need. Not too crowded in the morning and a major plus is that there is a sauna and a steam bath.,5.0,PureGym,1.0,,1.0,,
545,Among all the centers in Aarhus. This particular center has the sauna facility. New and well designed. Can be too much crowded after 15:00 until 20:00,5.0,PureGym,-1.0,,1.0,,
546,"I really enjoy Fitness World on Jens Baggesens vej. They have the best choice of training classes in Aarhus to my knowledge. I live in Tilst, but the Fitness World there basically has no classes at all.. maybe a handful spread over the week and often mornings.So it is definitely worth driving to this other Fitness World with lots of evening classes and friendly staff.The only thing is that in summer it can get very hot inside and the air is thick. So the ventilation can't keep up with the amount of people training.",4.0,PureGym,0.0,1.0,,-1.0,1.0
547,They say biggest gym in scandinavia. This place is really cool! People are lovely. Can bit crowded in aftetnoons,5.0,PureGym,0.0,,,,
548,Amazing cardio classes with great atmosphere!,5.0,PureGym,1.0,,,,
549,"Quantity over quality, very over rated, expensive. Poor cleaning and poorly organized both from the customers and the employees. Dumbbells lying everywhere, weight bars every where on the floor, racks missing dumbbells for days is a normal thing. So many machines that are so close to each other it is impossible to move around without hitting something by accident. Not very friendly staff.",1.0,PureGym,-1.0,-1.0,-1.0,-1.0,
550,Fantastic place to stay fit!,5.0,PureGym,1.0,,,,
551,well equiped and very kind staff ☺️ always smiling,5.0,PureGym,,1.0,1.0,,
552,"Not as many good classes anymore. TRX and functional training classes are great for strength and cardio, but difficult to find a good class",3.0,PureGym,0.0,,1.0,,
553,"Great gym! So many good offers for memberships and lots of machines and equipment. The only negative thing I would say is that nobody is brining towels to have with them, which has usually been a requirement at gyms I go to. Therefore if people don't use the paper towels to clean you sometimes find a machine that is really sweaty and dirty and you have to clean it yourself! I think it would be nice if they changed that and asked people to bring towels for hygienic reasons. But otherwise I love the gym and would recommend! Really friendly staff too!",5.0,PureGym,1.0,1.0,1.0,-1.0,
554,"Great place to do your workout. New and always good maintained equipment, and their team activities are always with good instructors. Like most of the other Fitness World centers it's really good.",5.0,PureGym,1.0,1.0,1.0,,
555,Very big space with lot of good machines in good state. Very friendly staff.,5.0,PureGym,1.0,1.0,1.0,,
556,"I like this center. Great location, great opening hours and a great size. It's not too big nor to small. I primarily attend the classes and find that they have great instructors. The locker rooms are nice and clean.",5.0,PureGym,1.0,1.0,,1.0,1.0
557,"Nice fitness center, they have a lot of squat racks, free weights and cardio machines. They do lack some of the traditional machines.",4.0,PureGym,1.0,,1.0,,
558,"It's fine for what it is, but half the lockers can't lock properly, and the machines are quite worn down.",3.0,PureGym,0.0,,-1.0,,
559,"One of the better fitness centers, at least in the ""Fitness World"" line-up",4.0,PureGym,1.0,,,,
560,Cluttered and strangely structured center. Disabled toilet and stretcher in the same room,2.0,PureGym,-1.0,,,,
561,"I think I am gonna quit that GYM, the same playlist for 5 months.....It's make me crazy. No way the reason of quitting will be music.... Please change it",1.0,PureGym,-1.0,,,,
562,"Great fitness studio with nice and helpfull staff. The only drawback is the very unflexible membership system. I'm working abroad every other month and there is no suitable membership plan for a situation like this. I'm required to pay 100 DKK everytime I want to pause my membership when starting work, which isnt very nice.",4.0,PureGym,0.0,1.0,,,
563,Clean but have some old equipment that could be replaced,4.0,PureGym,0.0,,-1.0,1.0,
564,Great fitness center with good classes. I've been very pleased with the friendliness and professionalism among their instructors and staff. It is a place you like to work out.,5.0,PureGym,1.0,1.0,,,
565,"Great place, nice separation of floors, clean.",5.0,PureGym,1.0,,,1.0,
566,"Bad vibes! Too many people, especially at this FW is starring at you if you actually do a good job and are serious about training. To fit in, you should stare at your phone and don’t pay attention to exercise at all.. 🫤 It’s a shame.. The culture makes me change to FitnessX !!",2.0,PureGym,-1.0,,,,
567,"Clean gym with everything I need for general bodybuilding purposes. Although some equipment is visibly worn out and the gym may be crowded at times, it's not a reason to complain given the price and 05:00-24:00 opening times.",5.0,PureGym,1.0,,-1.0,1.0,
568,"Really Cheap fitness chain. Nothing luxury. Nothing to make the experience better. Dated cardio machines. Everything feel old. No improvements in 10 years in technology applied to training or experience. Quite dirty, low maintenance. Dirty change rooms, not even soap in showers. Weird people hanging out but not training. Unfortunately they are like a monopoly, not other options in the city. Danes have high income but the gyms are really lame and basic compared to other countries.",2.0,PureGym,-1.0,,-1.0,-1.0,
569,"A good part of the Fitness World chain of gyms. Not their biggest gym in Aarhus, but it is spacious and well laid out. There are areas for cardio, machines, circuit training, free weights and a well-placed number of squat racks. Two large rooms are available for group classes.The recent refurb has given a well deserved refresh to the place. Staff were very attentive when we were coming out of the covid restrictions. They seem to have fallen back into old patterns since. But are generally friendly and are there to help out.My second favourite Fitness World in Aarhus.",4.0,PureGym,1.0,1.0,1.0,,
570,"Gym is decent, but there is no air-conditioning in the summer which makes it just unbearable. Also no WiFi and mediocre maintenance.",3.0,PureGym,0.0,,-1.0,,
571,The staffs are super nice that is why I give this star for them.But sorry that I cannot add any more stars since the center is super crowded! No matter when you go! Early morning! Evening! Week days weekends.... I think they should introduce some rule and dont accept new members since the center is too small for the people wanna to do workout! The last two times I had to just leave since I could not find any free spot to do workout!,1.0,PureGym,0.0,1.0,,,
572,Pretty bad compared to the other places fitness world centers I've been to in Aarhus,2.0,PureGym,-1.0,,,,
573,"Nice staff, clean. But missing simple things like a holder for soap in the shower, more ""cleaning stations""",4.0,PureGym,1.0,1.0,,1.0,
574,Nice gym,5.0,PureGym,1.0,,,,
575,"Clean gym, friendly staff, Working Machines",5.0,PureGym,1.0,1.0,1.0,1.0,
576,"Worst customer service and this brand is only interested in your money, they will do everything to screw you over for the smallest amount of your money.",1.0,PureGym,-1.0,,,,
577,"Decently equipped gym. Good amount of free weights, machines and other features.",4.0,PureGym,1.0,,1.0,,
578,The machines are new and the stuff is very friendly and ready to assist.,4.0,PureGym,1.0,1.0,1.0,,
579,Wish there were some kind of security,4.0,PureGym,-1.0,,,,
580,Good place to relax and get fit,5.0,PureGym,1.0,,,,
581,"Great place, a lot of machines and heavy lifting space, big fitness room suitable for stretching or warming up session.",5.0,PureGym,1.0,,1.0,,
582,It is new facility and the equipment is worst. I have seen many not in working mode even after few days.Treadmills are worse and not installed properly. They are very tiresome and I have said many times to the staff but no actions.The staff is kind and good but no action towards the improvements we suggest.,1.0,PureGym,-1.0,1.0,-1.0,,
583,"Good local fitness center. Rush hours from 17 to 19, better go after or before these hours. Please, add new music videos.",5.0,PureGym,1.0,,,,
584,Just love it,5.0,PureGym,1.0,,,,
585,"Not the biggest Fitness World, you can safely say, there aren't many parking spaces. So you have to stop at Bilka if you come in prime time, i.e. around 16 to 18:00.The place is open until 00:00 on weekdays, so that everyone can get a workout in. There isn't bikefit and all that cycling like in the really big centres.",3.0,PureGym,0.0,,,,-1.0
586,"Amazing spacy gym with long opening hours, parking and modern machines.",5.0,PureGym,1.0,,1.0,,
587,"Tge gym is fine, but people here do not put weigths on their place",3.0,PureGym,0.0,,,,
588,Do not recommend if you don't want to be boiled. It's too hot inside and no proper ventilation.,1.0,PureGym,-1.0,,,,
589,"A good-sized gym on several floors, with a large variety of free weights, machines and classes. Not the tidiest Fitness World you'll find; weight plates often strewn around the area rather than stacked on a weights tree.",4.0,PureGym,1.0,,1.0,,
590,The environment is nice to workout.The equipments are in very good condition.But only there is a bit more rush in the afternoon..,5.0,PureGym,0.0,,1.0,,
591,"Members do not clean after themselves, do not put the weight backThe gym is messy and dirty. The floor is nasty. The weights are everywhere but on the racks. The bottom floor that is in the cellar is humid as hell. Equipments are not maintained and a lot of them are broken or have flaws. The rubber bands that are available for use are so dirty and sticky. The only reason I keep the membership is because it is literally 2 minutes from where I live. Do not recommend to anyone, not worth the money.",1.0,PureGym,-1.0,,-1.0,-1.0,
592,"The equipment looks like all the broken leftovers from the other gyms. The usual guests have no manners. No one puts equipment back in their place, the gym always looks like a mess.",2.0,PureGym,-1.0,,-1.0,,
593,You can sweat here :-),4.0,PureGym,1.0,,,,
594,"Always messy, and the equipment/machines are cheap.",2.0,PureGym,0.0,,,,
595,God service,5.0,PureGym,1.0,,,,
596,"Very good impression and you'll find everything you need, the only missing thing is the sauna, it's on time out in all SATS gyms in malmö :-/",4.0,SATS,1.0,,,,
597,"Very well equipped gym, personnel very nice. But for me the best are the members: they always clean after themselves in general, are respectful and it’s not super crowded 😊",5.0,SATS,,1.0,1.0,1.0,
598,"Used the gym when I was visiting Malmö.  Everything you need, staff is very friendly. Will be back on my next trip. Thank you",5.0,SATS,1.0,1.0,1.0,,
599,Nice training centre for body build up friendly environment and good equipment,5.0,SATS,1.0,,1.0,,
600,"Is it ever going to be open? No electricity in the building in three days, how come you can't fix it? So annoying.",1.0,SATS,-1.0,,,,
601,"Nice staff.Spacious.However the Big group training area's floor is almost fully broken. Everywhere there you step on, you may twist your ankle. As time goes by, it gets worse.",4.0,SATS,0.0,1.0,-1.0,,
602,The staff will try to make you feel unwelcome and uncomfortable or they just hate their jobs so much. SATS should train the staff and teach them how to be nice and help people.,1.0,SATS,-1.0,-1.0,,,
603,"Good gym, always clean, mostly well maintained, plenty of space and possibilities, group trainings, etc. They also have agreements with various companies for offers on membership.There are two group training rooms, a large cardio section, big section of machines, cross-fit section, and rather large weight section. Dressing rooms have bathrooms, large mirrors, plugs for dryers and shavers, seating area, showers, and sauna.",5.0,SATS,1.0,,1.0,1.0,
604,Old and No ergonomic equipment for free weights.Benches are broken and probably at least 30 years old. They cannot fold due to broken mechanisms.Towers are old and half broken.Seriously one of the worst equipped gyms I have seen.,2.0,SATS,-1.0,,-1.0,,
605,"The gym is very clean and fresh. I would give it 5 stars if they had som dance, afro, step and zumba. I really miss my dance-classes from my last gym.",3.0,SATS,1.0,,,1.0,
606,Great gym with all necessary equipment.,5.0,SATS,1.0,,1.0,,
607,Its nice Gym to work out its clean and well organize 😊,5.0,SATS,1.0,,,1.0,
608,Its a nice and clean gym💪. Bra personal. I love it,5.0,SATS,1.0,,,1.0,
609,One the my  favourite place!!!,5.0,SATS,1.0,,,,
610,It's a great gym unfortunately they closed the sauna.,4.0,SATS,1.0,,,,
7,"good atmosphere, there is what you need of matriel, however, there is no access to a sandbag, there has been for 5 - 6 years, good p relationships, many friendships at 5 a.m. we train on Bondovej in odense",4.0,PureGym,1.0,,,,
3,"Sweet nice young people working, they have a smile on their lips and are always helpful say hi and goodbye..",5.0,PureGym,1.0,1.0,,,
10,"Beware with their subscription service and payment.A huge mess.They don't have quite general rules on payment and invoice.Should pay for my son via home page. But doesn't work. Bill/invoice 2 day payment deadline. No VAT number or sender. Chat to get help doesn't work, never anyone on.",1.0,PureGym,-1.0,,,,
6,"I exercise early in the morning and start before staff arrives. A fine arrangement that it can be done. Now, however, I have experienced my card twice in the past while having been rejected by a technique error which I cannot get an explanation for. I have had the card checked and it is not a problem. I must then wait the neighborhood that has to go before you can use the card again. Here I have come in, but it is annoying. The first time this happened I got swapped my membership card but the same mistake gtook on the new one.",3.0,PureGym,0.0,,,,
11,"I was set up as a member in August 2023 at the Ørestad gym. I asked to terminate my membership immediately until the end of October when I moved away there.Puregym employee looked me in the eye and said that I was set up and signed up again, but yet I was charged in November. I went to the center, but they could do nothing but keep my money and terminate me (again).I feel lied to and stolen from.It's under all criticism.",2.0,PureGym,-1.0,-1.0,,,
1,"Prices are rising while the centres are falling more and more. :( Many of the tools are really worn out and some are completely destroyed. The standard of the centres also varies a lot, which is sad when you live close to a center which is not prioritised so much, but still pays the same...",3.0,PureGym,-1.0,,-1.0,,
